artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u03-s001-lecture-r1,lecture,glossary[1].definition,16,48,f0823d308730296714dc654c9193a492f6a7848060033141fde7d1310c50ad1a
u03-s001-lecture-r1,lecture,glossary[2].term,2,6,51a509040fe4ec82abff73da2da89230d25eea3c2948777af1d042663cb60e75
u03-s001-lecture-r1,lecture,glossary[2].definition,9,27,0b2cf0407567c3caa89f5a935df95a5ba63d201ed254344ab3f7b4ca5ab1f9e6
u03-s001-lecture-r1,lecture,glossary[3].term,3,9,3fbd15525488b2cb2d51f1cf3dac9262f24abada1f8413622abd7f3b9d8d3d89
u03-s001-lecture-r1,lecture,glossary[3].definition,8,24,a976322c104632f02426cd9b17c98aa03e65c809aae5010016a1fd32f0945f96
u03-s001-lecture-r1,lecture,notation[0].symbol,2,2,35e93eb65d07f8e8fd5910c5ebe5925822a5d856f4b1c3c1af6e9f2b9193b806
u03-s001-lecture-r1,lecture,notation[0].meaning,11,25,542613628b6efecfe0bf69da7be13d44e9a7e103f25e40884624e802b5b0d0a1
u03-s001-lecture-r1,lecture,notation[1].symbol,4,4,259072e6c653cc56ea0e6a6031c2bbb5dede2c4066d63855fd7690ee8bd61bbc
u03-s001-lecture-r1,lecture,notation[1].meaning,30,88,1c6c71bba6d9b2666f8db5be92bf08f83ff61b43399b2816ccc410f81f726590
u03-s001-lecture-r1,lecture,conceptNarrative[0],36,108,ecd8f5d1e19d75bb7ec6aa36c998d29624b066993c04e6d76af8b1d1ab9245f8
u03-s001-lecture-r1,lecture,conceptNarrative[1],30,68,fe18629583200359cbb9c1598d548244a31f327e6527a0a288228045c956381b
u03-s001-lecture-r1,lecture,conceptNarrative[2],23,65,f2f6bb99928bf9caf4a67d6549442d531fc95352d0cd6f9fa20dd56ab5e1bdfa
u03-s001-lecture-r1,lecture,conceptNarrative[3],26,78,ac0434b9fc071db96ebe83d08e9176c5aee7cad90c778e60478f5346dfad6ad0
u03-s001-lecture-r1,lecture,formalDefinitions[0].name,4,12,30b3b7ff85e1bba19e961313fb6c7487f4def7e1f4e4e581a7fba88bb26fd207
u03-s001-lecture-r1,lecture,formalDefinitions[0].statement,31,77,49e6739d1db8562ba474532dd5aa8968e85d6ef031dbc9b0f25232a7e2dc3ec5
u03-s001-lecture-r1,lecture,formalDefinitions[1].name,4,12,7a6619d8353b5ea80dc604a0392d9cbe82684c03d296794171ecd67ba0aca343
u03-s001-lecture-r1,lecture,formalDefinitions[1].statement,8,15,af8d57707f9e378c2d62c191900aaf6407edc6da9d82b210ed77105d3b4c52a3
u03-s001-lecture-r1,lecture,formulas[0].formula,18,42,1fccd6dd945527fb0b830bd83a4dff54dc3fd3c318708030069ee38122d85030
u03-s001-lecture-r1,lecture,formulas[0].conditions[0],10,30,534c26612db543794f697ec4c75737f986d936eb920fcfc9cb81dabf3aa47692
u03-s001-lecture-r1,lecture,formulas[0].conditions[1],13,39,8a909f64d5a4b2453e6b2fbde9616ab715e7a2b62be341bc4fb1f30d7f0a7e47
u03-s001-lecture-r1,lecture,formulas[0].meaning,10,30,4d9af68bdff8eb87798f82906567c3662ea98abca899c5715c6d349f82367be5
u03-s001-lecture-r1,lecture,nonApplicableCases[0],22,66,89743abc03f0e138b27995e323b447df11358cb3d28917246c6c90f504fd0640
u03-s001-lecture-r1,lecture,nonApplicableCases[1],22,66,61dce9603a40e2f67afbc702065f08f89fc40e2bd75df685e17c0efca634335f
u03-s001-lecture-r1,lecture,nonApplicableCases[2],18,54,fd0ca1372a3abf7bb4f0c0607edfb0de5ca3eb1346a67409266c0051d68b9e6b
u03-s001-lecture-r1,lecture,nonApplicableCases[3],23,67,b7d06a68c2ea6aae89064c07b2ed312bbd69b2656b80c029901e16339cd04a0e
u03-s001-lecture-r1,lecture,method[0].instruction,13,39,62bf00e401030473530f4506d31602c0e31127712e1a17d276edb5ffb77f146d
u03-s001-lecture-r1,lecture,method[0].check,11,33,6e249944d0de8b5e809e87b5e6ebbf572bc123683880676c41e33555072fbbb9
u03-s001-lecture-r1,lecture,method[1].instruction,12,36,e146b6350cf019edb69e5c63e02228895f3f2b498567827fd12158425010fad3
u03-s001-lecture-r1,lecture,method[1].check,11,33,98415331ed19a4e85c47f8bc16e70a0272dddfed570c77b343e2429022d77d9c
u03-s001-lecture-r1,lecture,method[2].instruction,14,42,483d910fccb3062f63e44409a5958c43dfde25c3f5cdc87208e2820afce29ded
u03-s001-lecture-r1,lecture,method[2].check,9,27,c0110e7ee1d5eb6e1b660d51fd10b55dfd7c0d2c15580715af34c96da5644967
u03-s001-lecture-r1,lecture,method[3].instruction,10,30,09554129aa74f204d2aee942190ad37fa6a42b46ca667df0d318c68a89314eb2
u03-s001-lecture-r1,lecture,method[3].check,11,33,0d3cd7b4a276640acb3d3472caee09990764634510dc870c27f40c9809b1ea27
u03-s001-lecture-r1,lecture,method[4].instruction,11,33,bb386c4d41547abb1ae0fdde43d77f0103405c71f1da53299362c26df0328083
u03-s001-lecture-r1,lecture,method[4].check,9,27,88c9fa9074cb3bd8eadf65e386c4548a48ff7c4183433285b50168ea28d69521
u03-s001-lecture-r1,lecture,workedExamples[0].exampleId,2,2,dffe8596427fc50e8f64654a609af134d45552f18bbecef90b31135a9e7acaa0
u03-s001-lecture-r1,lecture,workedExamples[0].prompt,12,20,627e3786a3fd4b9f078322ffdaf88de620df4e1ca372bbd0f1ae6939f7acf8e9
u03-s001-lecture-r1,lecture,workedExamples[0].solutionSteps[0],11,19,d8a6768e124b8740655c7b86d11150f20ff95e3e95a478175eaa362d64e55102
u03-s001-lecture-r1,lecture,workedExamples[0].solutionSteps[1],9,11,cd8a37acce0436ef7a1a80f403b727578442d33c43670aa15c72654c11f8b7ec
u03-s001-lecture-r1,lecture,workedExamples[0].answer,3,5,e0c7d4debb9f3d245f7266e1db4d22dd6c98583c09502ca3c8a18321aa96fbd0
u03-s001-lecture-r1,lecture,workedExamples[1].exampleId,2,2,d76354d8457898445bb69e0dc0dc95fb74cc3cf334f8c1859162a16ad0041f8d
u03-s001-lecture-r1,lecture,workedExamples[1].prompt,16,26,d426a51b2825a17213c45bb4f8308f671ed363ff2c2de920ff90727a62f15908
u03-s001-lecture-r1,lecture,workedExamples[1].solutionSteps[0],12,18,b846a5b5b1b5a818677842ce258d884ba42317b38f750c073d7e065c7e3311a3
u03-s001-lecture-r1,lecture,workedExamples[1].solutionSteps[1],7,9,561e5730eb3ed0843a8311412354a1290298517bcaa82a600de25e8792416cd6
u03-s001-lecture-r1,lecture,workedExamples[1].answer,3,5,9c210f628d4276e2cd713ed2dcf4ac5ea24343c4525118fd7ffff77ba0b2f2d9
u03-s001-lecture-r1,lecture,workedExamples[2].exampleId,2,2,842983de8fb1d277a3fad5c8295c7a14317c458718a10c5a35b23e7f992a5c80
u03-s001-lecture-r1,lecture,workedExamples[2].prompt,13,21,b306e7f0a734cea737be31b38934f137449d62c0ba0fe9dd6411cb662360f2dd
u03-s001-lecture-r1,lecture,workedExamples[2].solutionSteps[0],8,11,2584e0efedc284f215fbe2cfc046718954a1b23363a33d5ce0ce2b445f6fba34
u03-s001-lecture-r1,lecture,workedExamples[2].solutionSteps[1],6,8,b6d31d7bca8a18969306f36b6708a88384289a660b480987df63c606e536c572
u03-s001-lecture-r1,lecture,workedExamples[2].answer,2,4,1f615c52bcb523bdc3d2c32a8b46e5ea6b7b8ac64da921bc4d130d03498e6668
u03-s001-lecture-r1,lecture,workedExamples[3].exampleId,2,2,4a5a97c6433c4c062457e9335709d57493e75527809d8a9586c141e591ac9f2c
u03-s001-lecture-r1,lecture,workedExamples[3].prompt,28,52,2505a15a0837b9bb77312310da1aaffaa71da424dcaa251ef5855bb04ee38298
u03-s001-lecture-r1,lecture,workedExamples[3].solutionSteps[0],8,22,b2d5d519855fe8fad4d452f71543b9e5fbca86c5b388f3d1ecc98a99e9fc05d1
u03-s001-lecture-r1,lecture,workedExamples[3].solutionSteps[1],18,21,ca95394b034c6e7eb040ec91157c30b86cc4f66cb0bc39aad4ab8e479525fa92
u03-s001-lecture-r1,lecture,workedExamples[3].answer,5,7,e0ba228b28c2d3db442f804bfc08680f0a9fa24949c62e83bc78c8feb8f299c2
u03-s001-lecture-r1,lecture,commonMistakes[0].mistake,9,17,2f283b9153985097f92487c2a6147d6d14692f6372270620502d3851ab020d2e
u03-s001-lecture-r1,lecture,commonMistakes[0].why,11,33,a3fa1275fc5e20aa3a8cbc4eddf8dff18a1ac8dd5a894d3a61171e09fe7f6132
u03-s001-lecture-r1,lecture,commonMistakes[0].correction,8,19,c425774db4e82715d53c9f3e95cdd6773b4fe2be5f797f7666226093c2ac3041
u03-s001-lecture-r1,lecture,commonMistakes[1].mistake,9,27,a4cfd8acb885d51c1c8d1ddf0989f0e599a9ee23b1e7e3cdd5c86824f90c007d
u03-s001-lecture-r1,lecture,commonMistakes[1].why,15,45,e16eb539e51b599a839393b410fa70de5d3632902d3b48e6e38a24f44ce7ad3d
u03-s001-lecture-r1,lecture,commonMistakes[1].correction,12,31,f1775363e7007aeaabb8a2f2ebd8fa6179a89848977f2a9711b70b06016d29c8
u03-s001-lecture-r1,lecture,commonMistakes[2].mistake,15,45,ccefa0819702ed0e5b2e7e5892da3e587f16a4fa895ce272a297fd5ac35fc5d4
u03-s001-lecture-r1,lecture,commonMistakes[2].why,13,39,9c753b28f50326a1a4537ed6988034d5ecf74b5eeaf205d5134a39e5b04d0214
u03-s001-lecture-r1,lecture,commonMistakes[2].correction,9,27,dae9b117bffb6391a4b834979a30d40095f078abc26c6eb8e47f15a3d3230c95
u03-s001-lecture-r1,lecture,commonMistakes[3].mistake,9,27,82369678c307ed5309526d17a2bbcdd6764c6742f93602e3a9ec22aeaf7e449d
u03-s001-lecture-r1,lecture,commonMistakes[3].why,9,27,1ee6d628a51a12764462970ab305f101544a515807c4e97a6d9475a1f1c3bb66
u03-s001-lecture-r1,lecture,commonMistakes[3].correction,16,48,4ba6c184a25fc9cc5ea3846cf8375eddf142c8c90a8e9ff65e92670640c5032e
u03-s001-lecture-r1,lecture,commonMistakes[4].mistake,14,42,4ed350f795f3e51576244419ff54fdb237794366e3de12802c59c4355ceef9ff
u03-s001-lecture-r1,lecture,commonMistakes[4].why,9,27,a5a72e20ea30a52f23873cb218683d25e69f345fb189fb6365ff6634eccf2342
u03-s001-lecture-r1,lecture,commonMistakes[4].correction,12,36,23b54353383a6840929f6dbfdcfafc6d4b46ffee4ff81c94f1c4785ab3f87699
u03-s001-lecture-r1,lecture,commonMistakes[5].mistake,14,42,58b3187c57afa5a4b6397a6d52dc354b7a64d1860307cabb4e1df8ef127f5c57
u03-s001-lecture-r1,lecture,commonMistakes[5].why,18,54,1d5726afc5b1e659a1a64fe3d53d0e0e1fb13c0f90c1dec4c05b556079a4e942
u03-s001-lecture-r1,lecture,commonMistakes[5].correction,10,30,cb814e860f301a82d72ffbead188530256db0ac0c3010978eb2f87ddf9a0f457
u03-s001-lecture-r1,lecture,selfCheck[0],12,36,ff622c71c96ae7d86970a7225e3cbe22d16017968c75682135bfc79db1ac29ad
u03-s001-lecture-r1,lecture,selfCheck[1],9,27,729912ff2a0efc000d7d5e9297d0edaea3f06f954d9f5fe6007866e60bf0669d
u03-s001-lecture-r1,lecture,selfCheck[2],9,27,d2333a5dced0e2f9e66e3a0972007297281c375aecdd8f4b380296cf4c293001
u03-s001-lecture-r1,lecture,selfCheck[3],11,33,a7f6763ee399c939d98bd216cd71b42e2acad5ee503d04a48efcaa592362aac5
u03-s001-lecture-r1,lecture,selfCheck[4],15,45,c7e68b5748f906c5f277fc20b4058dbda85560e56fb707800aba1e195d1b84d5
u03-s001-lecture-r1,lecture,summary[0],12,36,e70e16ca9d5c0c3a2f944d8ab0599036b4c6ec152e34cc16644195f634768594
u03-s001-lecture-r1,lecture,summary[1],12,36,7c7a564401a43617fd21881956843a53e458c713fe51493709668bf154f607a9
u03-s001-lecture-r1,lecture,summary[2],12,36,edf5e035210169d4ab4b1af1de406dcea3447a2d1a91ccfd139b17caf6369fc1
u03-s001-lecture-r1,lecture,summary[3],11,33,0a1478d4e5473bb67702b2470b5a401becece573dde37944cf6d5554ae23ccd6
u03-s001-lecture-r1,lecture,connections.previous,27,69,168ed9bc85d463f2e96fa7cf4cd5b3d1a61059dc76e2fb4baa0b5c8791752c8b
u03-s001-lecture-r1,lecture,connections.next[0],25,75,c2893c624282f7b5f44387844bea8a9405383979fca99c1ff973d1c783e02d06
u03-s001-lecture-r1,lecture,connections.next[1],17,51,ca10a2dc1d4982d37f0916c52bfb704759192cc0485c0345026cb418e7014017
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[0],13,13,e603d5880eb4437daf8eea58f581a98d0edc75ae03b05f8d29efd83e79fb3502
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[1],13,13,7d4e2b7a4e0922af31d4f3159d24e508404e850389d893f3f83d67a849434f13
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[2],13,13,13d1198ae67d0327c9c9144458fdee54e58cc8558051e3e6c1efad125448f107
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[3],13,13,d8e89a689540843f0dcc5356429cf77fe649c0f96ab7f6efee4ac7a5ddfba794
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[4],13,13,cd15030d8cf54256b38c994b6816c35c6ffd2f4194bd32e481d1f59cd77e84e6
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[5],13,13,6614e840e8b2dd3d6978a3b4c00a61d4fa7a198c5738212163affd5862f30dd3
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[6],13,13,6bdf2f55fc31a4318237d0631ae63ef0075da6f2aea7b6639b5da8a72be5cf9e
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[7],13,13,29da0b6bce2f3d0a901d157daae2d0ea19f2c72a401be34e1ae58431cdf1e2bf
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[8],13,13,540744b23b036e0ee83fb5660e3dc0b644853dec5743d003a9a61f87d7ba81e3
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[9],13,13,32b79b95f13702f04b41c1e01f7969e7840b5a472c904bf78615853bfae6a65e
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[10],13,13,80402cb8b28a5ab79cf9dbe434d1bba05cca7c5ae6cb367636c3ac6203b7985b
u03-s001-lecture-r1,lecture,practiceLinks.mcQuestionIds[11],13,13,402b036a01049bcc1e2aa9ca4bc20013cf671cf9733a1df3695a1ed2791096ed
u03-s001-lecture-r1,lecture,practiceLinks.constructedResponseIds[0],14,14,892bc33a1a20448d935852e42f45ea347e76316bba4110bf2c98b8eb06c2526f
u03-s001-lecture-r1,lecture,practiceLinks.constructedResponseIds[1],14,14,6f58f9f050153b7c4b0cf1265f5b85e95d3d9a7783ef205413c9b110f0777c0a
u03-s001-lecture-r1,lecture,lectureReview.mathematicalCorrectness,4,4,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1
u03-s001-lecture-r1,lecture,lectureReview.zeroFoundationReadability,4,4,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1
u03-s001-lecture-r1,lecture,lectureReview.scopeCheck,21,21,fdf8268f0373301b2fcc6331f1d8999b8aabea69681e8bc972ab9a21216a7606
u03-s001-lecture-r1,lecture,lectureReview.reviewNote,88,174,49c098723f20c09d45a0a071402450a4cf6c0735619b1c282fcdd88492a20a99
u03-s001-lecture-r1,lecture,lectureReview.reviewVersion,25,25,413c3743bf06637b23333702bf9263e0db21fd6b3c3879070d877faca58db442
u03-s001-lecture-r1,lecture,lectureReview.reviewedAt,10,10,14158d45727526145ef514139eeb669eb54d613dbcffe524f099dbb71c9d8b08
u03-s001-lecture-r1,lecture,contentSha256,64,64,230b88f1f13d2a08d121330201d08f0ec44aeff0ffb429be0027843a43924261
u03-s001-lecture-r1,lecture,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u03-s001-lecture-r1,lecture,legacyContentDisposition,40,40,bb8421a43fb9d90c642b60311f091a34addbe10678daf757010d688c8c2a21b3
u03-s001-v001,question,questionId,13,13,e603d5880eb4437daf8eea58f581a98d0edc75ae03b05f8d29efd83e79fb3502
u03-s001-v001,question,unitId,3,3,97ce842ec69dee17c1842918e63b9d4042fa4b35007146dcfb80a09c5000888a
u03-s001-v001,question,topicId,21,21,1f32a922c9323d4c5f771b01b463504a5b9e42a4e1697b8276a36409063e5bcc
u03-s001-v001,question,skillId,30,30,eab9451613a770af13f15402cb783408dd974895ff6c7c5c8b5f6f31ea384ad5
u03-s001-v001,question,difficulty,5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u03-s001-v001,question,type,2,2,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936
u03-s001-v001,question,visualMode,9,9,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015
u03-s001-v001,question,sourceScope,19,19,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346
u03-s001-v001,question,text,17,35,285908d68f8119ce5d1fdfdc9ba43f6daacf42651294b0ef53b637fbe59f9fe0
u03-s001-v001,question,choices[0],2,2,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61
u03-s001-v001,question,choices[1],2,2,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5
u03-s001-v001,question,choices[2],2,2,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918
u03-s001-v001,question,choices[3],2,2,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a
u03-s001-v001,question,explanation,34,77,6dfb863ce04cc94dee533e8358166e1daaea77377fc0a24aa59aab56ebedca82
u03-s001-v001,question,steps[0],6,14,620becd8f67b8342c5a8df89552e1b4babb2b2b833bbc9329b8ee675427f7276
u03-s001-v001,question,steps[1],8,13,c638d58a64231d4b8e4aa70dcbb04a814c933b78bcb2606fb69cfc68b6fa1560
u03-s001-v001,question,steps[2],7,15,6dce33d4e6e19e3843051ca7241c7b47d8c12506a35f80d3ed97be9f075c689f
u03-s001-v001,question,optionAnalysis[0].choice,2,2,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61
u03-s001-v001,question,optionAnalysis[0].reason,41,74,d2a86868910ae4adc0085304a5736d56dee0202828902501fcd0999daa60813c
u03-s001-v001,question,optionAnalysis[1].choice,2,2,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5
u03-s001-v001,question,optionAnalysis[1].reason,21,45,5f98befe537a8a7f9a4e2ef244bd495a2db224ea4f598ed1d87d5fe2bab762ce
u03-s001-v001,question,optionAnalysis[2].choice,2,2,6b51d431df5d7f141cbececcf79edf3dd861c3b4069f0b11661a3eefacbba918
u03-s001-v001,question,optionAnalysis[2].reason,12,29,bf7d06b7550481d9f0b84c782c7532a19a235107de90f4de071d5662d52eb2a3
u03-s001-v001,question,optionAnalysis[3].choice,2,2,4ec9599fc203d176a301536c2e091a19bc852759b255bd6818810a42c5fed14a
u03-s001-v001,question,optionAnalysis[3].reason,18,39,6c7ae3a82e92aff58bd0f7d8d0d5b25a200f3834feb5522cb9607bbc283ea0e6
u03-s001-v001,question,commonMistake,10,20,8fa1ef2b771a263863b4a203fddff2c09d11d88193ae3f317e0b48a5b0804188
u03-s001-v001,question,concept,11,33,1d6798f54a12bfc7c99b7cc0da31d4b97f6e9a8ecabc3058d2b6d603d0f9816c
u03-s001-v001,question,tags[0],2,6,32f6541b44ed479dbf6cc8c7dd98824e49e03974d72ad8b65c33383a9cbb349f
u03-s001-v001,question,tags[1],8,24,c534a72fcc562b799c3bb54c4bc344502505b282bafe401282fa703665b0626c
u03-s001-v001,question,tags[2],5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u03-s001-v001,question,estimatedTimeSec,2,2,f369cb89fc627e668987007d121ed1eacdc01db9e28f8bb26f358b7d8c4f08ac
u03-s001-v001,question,authoringIntent,10,30,2c131f8441b06ae1d4ccc2f7c81e5dc660b57e7e09056fde494fd35079f0baee
u03-s001-v001,question,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u03-s001-v001,question,contentSha256,64,64,30d7682d1a2b09f43ae8974570e92ab826fa62ced1b6d4d9d5058ded16af5b3a
u03-s001-v001,question,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u03-s001-v001,question,legacyContentDisposition,39,39,2efcc87c0c9673d2efe77735ae75582eb178c880b07035d8695f010e324b7c71
u03-s001-v002,question,questionId,13,13,7d4e2b7a4e0922af31d4f3159d24e508404e850389d893f3f83d67a849434f13
u03-s001-v002,question,unitId,3,3,97ce842ec69dee17c1842918e63b9d4042fa4b35007146dcfb80a09c5000888a
u03-s001-v002,question,topicId,21,21,1f32a922c9323d4c5f771b01b463504a5b9e42a4e1697b8276a36409063e5bcc
u03-s001-v002,question,skillId,30,30,eab9451613a770af13f15402cb783408dd974895ff6c7c5c8b5f6f31ea384ad5
u03-s001-v002,question,difficulty,5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u03-s001-v002,question,type,2,2,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936
u03-s001-v002,question,visualMode,9,9,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015
u03-s001-v002,question,sourceScope,19,19,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346
u03-s001-v002,question,text,19,41,793bf3aa0ec427778af6aff39122031f61d79643d22d2d259a36791422df2396
u03-s001-v002,question,choices[0],2,2,1bad6b8cf97131fceab8543e81f7757195fbb1d36b376ee994ad1cf17699c464
u03-s001-v002,question,choices[1],2,2,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8
u03-s001-v002,question,choices[2],1,1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b
u03-s001-v002,question,choices[3],3,3,2e42a91d2375f9a3afce88f766b097488c5ab1f5926798f59892394b77abdd5c
u03-s001-v002,question,explanation,44,87,baf6e1268d8a362f9dfd04341b8f988a202ef90541ec0e8b74a8e2a0a324d992
u03-s001-v002,question,steps[0],11,27,0c5d229d95ba8439f1e204cfd3bec553b659babc1653ebdacc4d4e421ec3d446
u03-s001-v002,question,steps[1],11,16,b6cdede9b13c29aa86731dc1ffcdaad391e866e782c14795b632d01edb88a15a
u03-s001-v002,question,steps[2],9,9,7bbb63d26e6d7e3af20e362ca5284f43369cc60024a76311eb4fd8650dac9dcb
u03-s001-v002,question,optionAnalysis[0].choice,2,2,1bad6b8cf97131fceab8543e81f7757195fbb1d36b376ee994ad1cf17699c464
u03-s001-v002,question,optionAnalysis[0].reason,11,31,11c4ad4c4b63d15de41f961d7a8154dd84986a37c91c544de658c50800cecc0b
u03-s001-v002,question,optionAnalysis[1].choice,2,2,4fc82b26aecb47d2868c4efbe3581732a3e7cbcc6c2efb32062c08170a05eeb8
u03-s001-v002,question,optionAnalysis[1].reason,34,62,f061b2e29f680f4a5823feb24d05f5ae6ad21d8a98360e496de14a438381e7d9
u03-s001-v002,question,optionAnalysis[2].choice,1,1,6b86b273ff34fce19d6b804eff5a3f5747ada4eaa22f1d49c01e52ddb7875b4b
u03-s001-v002,question,optionAnalysis[2].reason,12,34,2eb341b7ace9e16d99290bc3a44fe75a6f9392ea502a4acc8fc15ba27ae708f0
u03-s001-v002,question,optionAnalysis[3].choice,3,3,2e42a91d2375f9a3afce88f766b097488c5ab1f5926798f59892394b77abdd5c
u03-s001-v002,question,optionAnalysis[3].reason,16,26,c57b579d7706c2db086d709efbfcb0dd045ae16cb0ad7f8a6034ddbb23e4898f
u03-s001-v002,question,commonMistake,10,30,24e15081ce76ee7f5014ddec0e2141e011fbb41da710847f69fe9c22076fcc85
u03-s001-v002,question,concept,10,30,e13be1e876b6e7c9aa265514a532087a1eb3a558abde7811babcc9b24c5eb5f8
u03-s001-v002,question,tags[0],2,6,32f6541b44ed479dbf6cc8c7dd98824e49e03974d72ad8b65c33383a9cbb349f
u03-s001-v002,question,tags[1],8,24,c534a72fcc562b799c3bb54c4bc344502505b282bafe401282fa703665b0626c
u03-s001-v002,question,tags[2],5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u03-s001-v002,question,estimatedTimeSec,2,2,f369cb89fc627e668987007d121ed1eacdc01db9e28f8bb26f358b7d8c4f08ac
u03-s001-v002,question,authoringIntent,12,36,4f1c252a3835597ff13904be41c2f7303587dff2aa8b9d7e7aae6688081863d0
u03-s001-v002,question,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u03-s001-v002,question,contentSha256,64,64,b7961a0f180d2c1d13262a5a32c52a8cc5d3c51a83f13d5855f82534ab871e5a
u03-s001-v002,question,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u03-s001-v002,question,legacyContentDisposition,39,39,2efcc87c0c9673d2efe77735ae75582eb178c880b07035d8695f010e324b7c71
u03-s001-v003,question,questionId,13,13,13d1198ae67d0327c9c9144458fdee54e58cc8558051e3e6c1efad125448f107
