artifactType,artifactId,unitId,slot,skillId,status,originalSha256,stringFieldCount,unicodeCharacterCount
question,u01-s004-v001,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,6061a5663b274b9a46101b99731c5369fc2bda9fa4bfeb797371f7fdcf83b1dd,36,405
question,u01-s004-v002,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,70cfb73cc19d68461617e8590d1730ca5cbec41c596f83935131ae061ff02951,36,421
question,u01-s004-v003,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,4089ddd9061477766efb5462ee3086b23a3c7ee6c2620cf75e90d9993590f612,36,461
question,u01-s004-v004,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,b79df568ab7412e25e1e06862aa54e00dd1487e10e07ea5fe8a57c2e45f09721,36,476
question,u01-s004-v005,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,a8feea6137396cf6a1056aa63cd97d557cf1b8349882ee5e99a660d55e7d3267,37,423
question,u01-s004-v006,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,88a98ea5c2a36d6a98247117da1bea6032c685d58540783afc950c641ffa6a3c,36,432
question,u01-s004-v007,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,6666452e849525fb39a6ed116e67d65d0133cba14fbc2f6568b9736ded9e47c5,36,460
question,u01-s004-v008,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,13db13bad2b9c7a1fccb1bba98bed2eeeec364a0dc596a2189eae34d6c6a26b4,36,479
question,u01-s004-v009,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,b5483ba4678f8b92955516bb4fda5d9f44d3956d2e71d3888ac78926622f812d,36,483
question,u01-s004-v010,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,1ee3142c1dab02038ae8502590c76d97b876e5d27f00769f409ad111974441f8,37,456
question,u01-s004-v011,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,326ca8c58fa28b7daa679f9d1bd6e765f5f3f8a6f711be5fc1f2cdd23d365453,37,552
question,u01-s004-v012,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,c3a1dc8be0cde882a3ebdcd500d7d7d6474e6d0d536903413979b67c4e7e4311,37,578
question,u01-s004-cr001,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,93f6cebdeaba106044e7a146b56f4ebaedbff4252a416ef7fa611b236236917f,26,448
question,u01-s004-cr002,u01,s004,integer-number-comparison,MANUAL_AUDIT_COMPLETE_BATCH_001,c0c1829ef867e9051831b43d8dafff315831d855577e87937e2f0255ff444ee1,28,508
lecture,u01-s005-lecture-r1,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,45819d67ac90059ed60f17c61556d7d92b33b0da818292de67a3b1a7d9425cf3,132,1812
question,u01-s005-v001,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,6952162b5b7e411df380f0d606576cb037f3f26361d03ffefc921247738dc75a,36,370
question,u01-s005-v002,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,f37c22054443e82f069d3a2773b33b6a79392f565dbd48e1c04ef54c58f0acac,36,375
question,u01-s005-v003,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,77305597963ddf286549a4abee9af1f22a6a08e553f3e713a0789f1a6eb2f1eb,36,389
question,u01-s005-v004,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,6306781d02e13aa0c6eb66b7993b6ff5b5e056e08c52345027a0a6c8212af4e7,36,387
question,u01-s005-v005,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,607b180498f98fa8b2e253945556d7a3e7ce2dae9d1b81d2af6200459c58fc11,36,439
question,u01-s005-v006,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,3d5de66f6b117981209f5c1795bb6dc25dfe2c4cbe56a1caa1ee3593f090881c,36,409
question,u01-s005-v007,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,84f3c83501d18b25b1163ad91a6aa500cd93b9a8dc533121c9b8fec3a1f37d34,36,423
question,u01-s005-v008,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,77ea0b82d5b0a26c6bb9769ec99e1d62d913cce9d77a658fe5e34bb5675752cc,36,424
question,u01-s005-v009,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,ce4c98862b309157524638b7f8e9d56efb22ce10818e93c4711e078d462b6277,36,428
question,u01-s005-v010,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,c3fd5913b266fc4e333949ab7a1a80d7b41ecae30b27b6464ff5e3476cce4e82,37,510
question,u01-s005-v011,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,5cc76ea768487a7552e66c812170520345716ba1188452b10a7e6cceb4ebcfe0,37,460
question,u01-s005-v012,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,a90930a4897c82367043b11e8c6693a2bee5b50e188a2984bd2037b3e56def74,37,477
question,u01-s005-cr001,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,4abcf716fdaed3e049ed70257b82048a55f4c2dadf9275ef8f76a5a7bf005cb7,29,491
question,u01-s005-cr002,u01,s005,integer-opposite-number,MANUAL_AUDIT_COMPLETE_BATCH_001,11512566048c2cdd3ab511d6fbb476555077cd228180beb37b31fbc8445a60c1,28,508
lecture,u01-s006-lecture-r1,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,0c57d550611ae8adff4f4d3153eaaa2a49dc6671e1b44e69f993c30f1a162cf6,135,1791
question,u01-s006-v001,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,44679e0897b43441ddda8a5e16603210771f58dd69097a855b2396a10b5d0b1d,36,398
question,u01-s006-v002,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,63ba96668ab00a66f785a1a2370b5da653e0dbf573712254516843c0b2309523,36,385
question,u01-s006-v003,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,46cef2562bc7ad11e3b298a15f432459b023822bb28a7931a6bb8738f3b8b6bd,36,428
question,u01-s006-v004,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,6add393ebe3e218c6426713ca54a42ba28f6c91a47b80e3e7f54835e441dc080,36,426
question,u01-s006-v005,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,a4d48b16553d3408abd39053cd42b5c3da88813289fee9563a87b4055bd4df8f,36,443
question,u01-s006-v006,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,d9e1873c8b0c149c60c394ea40bc88823b722f0e6c1261f02f84b6953705998f,36,399
question,u01-s006-v007,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,509753a0a2826a024e11943475be4971d98c6b105cdb525c5a1dba4a5765e1b6,36,439
question,u01-s006-v008,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,06abed4466e130ef468c2d032acd8368c38cb52c6c03c51fa388c9180f3f5690,36,446
question,u01-s006-v009,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,f3554414a333437760cb0a313774f3045d50798134f14179e6ff046c62b2f2a1,36,403
question,u01-s006-v010,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,a33c28fdad08391e3feb94ff8ed2a387b3c49f24932a20993ed00796ddade954,37,508
question,u01-s006-v011,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,4587f631d3cc3eb480aa4854ce7db8382b74332d2013b9b5c75fcff1c232f7e9,37,480
question,u01-s006-v012,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,7fc4f9ea582bb6722e08a9c7e9748baac59a89d64e6adaa94dd0fa1417d97d28,37,474
question,u01-s006-cr001,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,4e2d0cadf32fd820d15e44326802f20f14b2bb977eaf1be839f1c4e28670938f,28,461
question,u01-s006-cr002,u01,s006,integer-absolute-value-basic,MANUAL_AUDIT_COMPLETE_BATCH_002,6938d11564ce2467b2f14a8772a2145c96874c5b52b2bc045fd96c2414f03de1,28,450
lecture,u01-s007-lecture-r1,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,349f0abdd03d44ad54fb168e4210deb35dbee986c26a8d4d1f78253571ab417e,135,1899
question,u01-s007-v001,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,a98d411ca75a300ff1e10a31ea7412eba21053aa14fe395863892826d8fe8d8e,36,374
question,u01-s007-v002,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,ac7364e8f99ceb29224f81b45f97fc91b3703ec1a7822f84849dc3d720e0499e,36,369
question,u01-s007-v003,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,89de5b6a1421f4a59fbfb7100a011380e637e96b09d124e42ec90eec106f95a2,36,485
question,u01-s007-v004,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,6ff1afb99a6080a9678389400c7aaef135f3d33842cbfb6aaf94022c2a582cf2,37,428
question,u01-s007-v005,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,e392cd151b280681c83fdbcd6ddd76c3763b4d40b4e825bb00d0fb15f57a01b9,36,424
question,u01-s007-v006,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,d483cafb125dd93cf7a744e41f291cbce170437e247b103b5baa304891f0eb6c,36,451
question,u01-s007-v007,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,ce3253120f1873886c6a605cc561a61b25c9b0faf89a8acef9ec42fc82f63011,36,475
question,u01-s007-v008,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,fcdb1bfcca91ecaaf0b09b584cb909deccb1a746409c85410b0c22bb910e58cb,36,437
question,u01-s007-v009,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,8ebcd828d18bfbb497375bbca87d674faaed40b951191d80bb5f715db708914a,36,443
question,u01-s007-v010,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,d41130f33abe96082c389d049fcdf99e1401d7cc7a2dce1fde807ffba4aaee41,38,477
question,u01-s007-v011,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,ca3a523044210799412b8ca5d1f183e8ac32092137e2a3eaf2f932fed1f627d4,37,501
question,u01-s007-v012,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,ae9ffcbbcb963b44c1406f6c6e762c474f5a80233dace5a6710acb5c78baa4b4,37,502
question,u01-s007-cr001,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,fa454263b55953e3399188d3ad6841aaecaef08dc4bfa52c987c9e4c1f231808,26,419
question,u01-s007-cr002,u01,s007,integer-absolute-value-distance,MANUAL_AUDIT_COMPLETE_BATCH_002,dd05359178bdc3b166400944f77eb9ce9779e647344130aba13abd1041bcc99c,28,493
lecture,u01-s008-lecture-r1,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,770fe12c30556cf90c592dce4d83481ac8c8b06f221d72f1496fb04956512f94,140,1739
question,u01-s008-v001,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,08d67821aa2597fda657e638b4afb4a7e63563caf072df4223d4aeb0d84a8a7a,36,384
question,u01-s008-v002,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,6ac080147b04bd7e0ecf59efb479afd5ad2896bad6c33d1c818f33600ead9b9f,36,396
question,u01-s008-v003,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,c59cb392e710e6aa71a6ee5d686d0f2341f037c5b4c7ab54f58b58346ef46eca,36,363
question,u01-s008-v004,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,a6c9438655cd9bb4827ad6faacaf60d80c72f506608f5848301e29cfb0770c3d,36,408
question,u01-s008-v005,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,108c53fe8054ee4e22b6c9fbb9759637c675f7e6963c1a96cc780fc7ef605ee9,36,421
question,u01-s008-v006,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,a43c6b1227d5d2efe3cec0c3b590b0639961dce6673ced41f7a3552a07845364,36,403
question,u01-s008-v007,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,e47549a3e3db326cafb2980b01340d45a7c0b774f31732e330593c20cfce2f52,36,413
question,u01-s008-v008,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,f9bbe6beb2374052c1fe55d5238a6bafb76436c9a4544ae27f850ab10b8cf023,36,414
question,u01-s008-v009,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,6740977518cd92ca103b469fb68b9b798d9d3eea7cb744b46b5b3ef312b452c7,36,388
question,u01-s008-v010,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,38aad76b0a41e1efbdbab232d7fbe611ce91ad51319d91e9b93f1d5b4dbc44bc,37,443
question,u01-s008-v011,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,26c4a9a4241cfb7cec277bc34073d285d4d53d1ef77dbd79e48cabaaac413c8c,37,513
question,u01-s008-v012,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,ab837d7fff9f26f159620ea92a7ad233ee4bdb1e2236b3f577d8c1bdca22b544,37,434
question,u01-s008-cr001,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,bc4a6c5a253e9694969858dff24c562b8cba038aa4f7cc56c9929c95d88341db,26,432
question,u01-s008-cr002,u01,s008,integer-addition,MANUAL_AUDIT_COMPLETE_BATCH_002,45af243d5383b00550618f38386d8d21138c440b277f46797ee79b4fca600f5d,27,462
lecture,u01-s009-lecture-r1,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,d12d22290e38ef044b52d38baf8147bf441cfa5fd350cce53fa1d8c1ea52c6fc,135,1649
question,u01-s009-v001,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,2c8842d03c5e2b8954032706e8ac902d58ba35f6bccf44b39746b206508cfbd2,36,359
question,u01-s009-v002,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,3c80b050984dfee71ac2d28277d38209b01416b57e0957513e6e26f0c9dfc645,36,346
question,u01-s009-v003,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,a72d6efbe94e172f9fe07942aeee5437b4eb2c3ca2a6f3cd89df708930cd3464,36,365
question,u01-s009-v004,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,41928c3b2f72bd34c28ac1fb45ca770d5fa410ecf0df7feb592c0f864a2de94e,36,356
question,u01-s009-v005,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,58e53e554c55529954123c03b969be3c7a668ce660b75822f47569d3825b45e8,36,457
question,u01-s009-v006,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,837dafe38cfd55f9a65f165156d58d37352ed4caccced43186fa606313d38a32,36,357
question,u01-s009-v007,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,3726e0d70057d72ebb126f787fede5a618ea363d1a0cf6c0b916a16317e48545,36,395
question,u01-s009-v008,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,d33a50aa8bc56986db8067805254fd5a0c3c175feb0a78248f56cd19c6b4d21a,36,379
question,u01-s009-v009,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,d8d735d80dca4487430f310b3f9fcbe688b8a2cffaa6edb39befbe335c00c512,36,419
question,u01-s009-v010,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,216285d644d0c72f6ebb13e51ef8072da2ddd4b4c0810755bfd792343511a32d,37,480
question,u01-s009-v011,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,0fe55169dcb59a9e446f2b62f1652d8e305585f6b57daba4aa3a259bc70c93a6,37,469
question,u01-s009-v012,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,d624e73941cb976099fba34866650f36bd7c081ec40d9db67d7dac90169d40dc,37,481
question,u01-s009-cr001,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,52e58c988bb4bf7b1497f7acecc3b417bd95886c78bec1cf5143ad0e25800096,27,419
question,u01-s009-cr002,u01,s009,integer-subtraction,MANUAL_AUDIT_COMPLETE_BATCH_002,406fd87c615f06e5ffc04ce2e22d4d65cba48032ac3acf0105f419fe42a5aeac,28,485
lecture,u01-s010-lecture-r1,u01,s010,integer-multiplication-division,MANUAL_AUDIT_COMPLETE_BATCH_003,5612f2d24653a88ac7edad665a6d00123fb45fdc3eebd784cbd8b4f8f1b3f13f,142,1695
question,u01-s010-v001,u01,s010,integer-multiplication-division,MANUAL_AUDIT_COMPLETE_BATCH_003,2517704c2171c9c57bb01c7a4ca27b6d10174a99e55e9258729d68eab7ddc209,36,380
question,u01-s010-v002,u01,s010,integer-multiplication-division,MANUAL_AUDIT_COMPLETE_BATCH_003,d1ecb859e5fe26939a1d527c9955c6966802ee462640db462509908a5f961136,36,377
question,u01-s010-v003,u01,s010,integer-multiplication-division,MANUAL_AUDIT_COMPLETE_BATCH_003,c28649c45e8a5d2fddc521036c2648725c76d18ec18f41e752464731604605e3,36,378
