artifactId,artifactType,fieldPath,utf8Sha256,unicodeCharacterCount,utf8ByteCount
u01-s002-lecture-r1,lecture,glossary[2].definition,e3ce042a9c05fb7fb7cca11c623d63d229ace404b09d4bc3ecd66a481a55ec52,14,42
u01-s002-lecture-r1,lecture,glossary[3].term,51bdd99d5f136eb6628ccd2aa850e943f3c865b7bdc92ef5911c34802d2bfa00,2,6
u01-s002-lecture-r1,lecture,glossary[3].definition,f03332f88675088282a28aec83a5ff8aa84a053e098d7dd62840148426501261,17,51
u01-s002-lecture-r1,lecture,glossary[4].term,b4cef66b5de11faff881e1b60e37686e53e679f31f91736453f9650aba3017dd,3,9
u01-s002-lecture-r1,lecture,glossary[4].definition,05e27e7a0129a1a512d5ea2042e02bb74b2d9fe3528d651b4379b9501e8db32d,22,66
u01-s002-lecture-r1,lecture,notation[0].symbol,7ab6a1dd47c6bc1ffb924a3bb46b619c0074174489415abc6571b542244fb1fe,2,2
u01-s002-lecture-r1,lecture,notation[0].meaning,31bd93963d3da13b2db5823811f92edd213368b0e210334a47616a03220ad5a8,23,63
u01-s002-lecture-r1,lecture,notation[1].symbol,c274891790345c56cef3b53c026bdc48150948fa60c56306073d6fea7766ad6a,2,2
u01-s002-lecture-r1,lecture,notation[1].meaning,d1528cb9bf18ae3467be29dae67e3132bae83c1a7c85a1f21f9c1d734ed27702,15,39
u01-s002-lecture-r1,lecture,notation[2].symbol,5feceb66ffc86f38d952786c6d696c79c2dbc239dd4e91b46729d73a27fb57e9,1,1
u01-s002-lecture-r1,lecture,notation[2].meaning,1fb4d2dd6a77996533b6a2cff711e4059b0ece6f7991ce3530847a1498f59af6,14,42
u01-s002-lecture-r1,lecture,conceptNarrative[0],b78226c0416795a116dbe28f73ba9b253a266c66bcbc29f0ed2c1dbb845f69dd,43,129
u01-s002-lecture-r1,lecture,conceptNarrative[1],fcd0c7514f83aadf15f94f4813b9214f456849058ff46f66cba0c7c731eb079a,68,160
u01-s002-lecture-r1,lecture,conceptNarrative[2],807e1f010bb7856cffcebedff10a51bb42991d96c63c6e866fed8473c35c96c7,43,115
u01-s002-lecture-r1,lecture,conceptNarrative[3],668042d72bf9f8c911ed5ce5c187b462f6911fd2a3a2004fa7577caa67297cc8,28,84
u01-s002-lecture-r1,lecture,formalDefinitions[0].name,a58711241d81d28ddbe8ddc9bf9c39969970a4bff8cd1267b0c35746b249fa73,4,12
u01-s002-lecture-r1,lecture,formalDefinitions[0].statement,6583f59369c2d1014370bbb4e6152cea9551ca965c79fc99d08115dd6323aaed,21,63
u01-s002-lecture-r1,lecture,formalDefinitions[1].name,789b7b28b7ee526bb82f8d6cdc195af860dc98650cfcd27ef9a6454619eb4f7a,4,12
u01-s002-lecture-r1,lecture,formalDefinitions[1].statement,21227be5736fb1dfe55ed5ef0a1cf49ebce8a0d8dc3fe55842e2ecb11ed39a91,21,63
u01-s002-lecture-r1,lecture,formalDefinitions[2].name,b95610c3ae8d39d9de0357122fe780585cf134dc2423130e4be82a49dab8fec8,3,9
u01-s002-lecture-r1,lecture,formalDefinitions[2].statement,be0502175fc926128b152318c555a15d54abd1bffe2ec40772078bc1f3e11079,17,47
u01-s002-lecture-r1,lecture,formulas[0].formula,cf430283d7e03f673a192b15dde7bb565e01cf347aa6d013b31998509b232c9b,12,36
u01-s002-lecture-r1,lecture,formulas[0].conditions[0],980f19b8cce9c9085195b9bcdd0a33a8e1ae63f6f60b54a0ebcc96fa60f5f33a,12,36
u01-s002-lecture-r1,lecture,formulas[0].conditions[1],11902f652697396e946c40f5cc98bb30e04b6d216538f6765c1118db58bea378,12,36
u01-s002-lecture-r1,lecture,formulas[0].meaning,9334dcbace20bd0bb26b330bb9f79e2cdded66f59b83c313539b9d0cc00f16d2,12,36
u01-s002-lecture-r1,lecture,formulas[1].formula,2a06e5812222fe7ded5dbf0a4e78c7711992d2a4036917065b2daa574e79fc74,12,36
u01-s002-lecture-r1,lecture,formulas[1].conditions[0],eaf9aad6ef9627cb9c8de5e8972ed30cec05a990acccd2a598d38b0e4e2d1893,8,24
u01-s002-lecture-r1,lecture,formulas[1].meaning,6e5a7b2956d80c0411edacbfaf3133bd56f5bf8b4ec3dfaceeccfce48f5295e6,17,51
u01-s002-lecture-r1,lecture,nonApplicableCases[0],8c3fe0abc21e45e948f4b755d53937abd3544e20512948d0494177096fe55e9d,20,60
u01-s002-lecture-r1,lecture,nonApplicableCases[1],a9dc8eddb0d9ed2923034c82a62f3fdbf6be76b3d1d0ad1477128727a12ea4cf,28,68
u01-s002-lecture-r1,lecture,nonApplicableCases[2],6afa3521ece7a32e3226f1429f6b3eee9e2415d8366bf3e55ca3f2f01f365ac8,24,72
u01-s002-lecture-r1,lecture,nonApplicableCases[3],d0cf9949bad50792337e14ea80d170e43ea9401defb47036a77d22e6c58f568e,23,69
u01-s002-lecture-r1,lecture,method[0].instruction,0cdb645358cbfd5a0891e722c3d9afb22233151ced933b4a3c503256947733e8,13,35
u01-s002-lecture-r1,lecture,method[0].check,c5b71fca1c5006254d02d524d0c4d291588a2b1451d8a78df4680170416c8a00,22,66
u01-s002-lecture-r1,lecture,method[1].instruction,33c9dccc9666aff641904d66ddeef64fdc96f4a4830444387c450918ef67d081,11,33
u01-s002-lecture-r1,lecture,method[1].check,bffb4c14163b3996c484af4d5ee8b4fde14f4fe12a3dac25d9fb95d0c12cf91c,18,54
u01-s002-lecture-r1,lecture,method[2].instruction,f0c1ef6aef72272fc3102e31461d7cb8974238ad67bc29fe778fd70251244cf3,9,27
u01-s002-lecture-r1,lecture,method[2].check,d60aff4099bae74eeb65eb89e25c00ab46e2a0312be41c198c84c2735d357f6d,10,30
u01-s002-lecture-r1,lecture,method[3].instruction,0f393826f02cd1703f65644e64d30e10cb861235703c94e5173adbf76c6817c2,11,33
u01-s002-lecture-r1,lecture,method[3].check,1dce30a4a4d1b71da406abafbdea0dc3761e61a2f8a6dcac58ab16c6aeb467d5,12,36
u01-s002-lecture-r1,lecture,method[4].instruction,d960d064d03278fc82837c8f3f41ed06dcae3359960c2e614075260be1c1f903,11,33
u01-s002-lecture-r1,lecture,method[4].check,fb84e21aaf3d2a70a432a1a90c688e3b07a1c03ff4a74efa647708490f7102b9,22,66
u01-s002-lecture-r1,lecture,workedExamples[0].exampleId,dffe8596427fc50e8f64654a609af134d45552f18bbecef90b31135a9e7acaa0,2,2
u01-s002-lecture-r1,lecture,workedExamples[0].prompt,f3fa8babf7e59bd2ee79be24ee861a0bafa81fb08eaeaf8ea76d70fe6c1a9845,36,88
u01-s002-lecture-r1,lecture,workedExamples[0].solutionSteps[0],2c2e9eb90c91da42bdb2fe943e3e405b1f6afb079e46af1837c8abc9c46baa9e,9,23
u01-s002-lecture-r1,lecture,workedExamples[0].solutionSteps[1],6b42381603fb919e063b01b83609557020e5190672d94400a219d7a075089d93,23,59
u01-s002-lecture-r1,lecture,workedExamples[0].solutionSteps[2],bf0a1426ada2c1c85b3899063cfc2d2d54c9e21f9255454208156663b9f22239,24,62
u01-s002-lecture-r1,lecture,workedExamples[0].answer,02d409a4b4d44903272e7948df61f9458f728d7a2edc60c143bc15aff6292c0b,21,43
u01-s002-lecture-r1,lecture,workedExamples[1].exampleId,d76354d8457898445bb69e0dc0dc95fb74cc3cf334f8c1859162a16ad0041f8d,2,2
u01-s002-lecture-r1,lecture,workedExamples[1].prompt,76b38a2513b625de460958857d37940dcb4cd153ee0b857416f282659bc6e374,29,67
u01-s002-lecture-r1,lecture,workedExamples[1].solutionSteps[0],2d3117dc6f9e7bfd38c35f3807c9925e9f6575a7e897ea6ad27d615b793a63e6,11,33
u01-s002-lecture-r1,lecture,workedExamples[1].solutionSteps[1],d727cc5d1a687acfbad666dbca80ad460bdd8d85a171f07b4ab31b2f8c877113,11,17
u01-s002-lecture-r1,lecture,workedExamples[1].solutionSteps[2],346493e220ca495cfeef7822e83de4c0c2df9da1ed4c733731927022c277a1cf,9,27
u01-s002-lecture-r1,lecture,workedExamples[1].answer,73843be8879e2c2ffc12c336371ae1b29472b2c8b18391b90e80ecd27873a9a6,5,9
u01-s002-lecture-r1,lecture,workedExamples[2].exampleId,842983de8fb1d277a3fad5c8295c7a14317c458718a10c5a35b23e7f992a5c80,2,2
u01-s002-lecture-r1,lecture,workedExamples[2].prompt,919fc2843be43847b75aef9c96a36dea4f09d06bc13ca06f51876d7d39add935,42,96
u01-s002-lecture-r1,lecture,workedExamples[2].solutionSteps[0],5f124f71aff464df213cf98d14c352c9594944444a1cf172a9b3975b0b10bbe2,19,37
u01-s002-lecture-r1,lecture,workedExamples[2].solutionSteps[1],98408ead46bfd0a00f05ea6501636fe347ebfbee55b03f460e9d6fbc08a999e5,19,37
u01-s002-lecture-r1,lecture,workedExamples[2].solutionSteps[2],bf4cd8e2226372e9d9dcdd1163f58009589da536f563d014268a8eed6e42439c,18,54
u01-s002-lecture-r1,lecture,workedExamples[2].answer,2391bd84366d4e49888ba5fe194c43a14bb4b00e4c3001d84019991858f82e54,18,34
u01-s002-lecture-r1,lecture,workedExamples[3].exampleId,4a5a97c6433c4c062457e9335709d57493e75527809d8a9586c141e591ac9f2c,2,2
u01-s002-lecture-r1,lecture,workedExamples[3].prompt,61b184ae4cfe4765a4892a520d46786c26b24b3bd1131c5f5e6545419538496f,30,70
u01-s002-lecture-r1,lecture,workedExamples[3].solutionSteps[0],029fcefce4cec7b4ecf2f74aa7929320626fe3f2e304ad771375cecb00d476e7,12,24
u01-s002-lecture-r1,lecture,workedExamples[3].solutionSteps[1],92983e80d8897d4dbecea39ac7d7dbef293cb8cf9ddafb8d5fdc3021e64caf7f,8,14
u01-s002-lecture-r1,lecture,workedExamples[3].solutionSteps[2],2ae6026b127aee132278b15878523fb54fd860f144032040276409add1b20842,18,46
u01-s002-lecture-r1,lecture,workedExamples[3].answer,7d2051134e9b239a391e97ebd3a68bb9d53add27586f06be5ac9d06b3aae5bfa,5,8
u01-s002-lecture-r1,lecture,commonMistakes[0].mistake,388d2f873b78950d4b4169b53edfab6e62dc53f118ab93698a6ffa76545b6b52,15,33
u01-s002-lecture-r1,lecture,commonMistakes[0].why,af178870f52ef36dcff6e5c2192cf750fb212afe96c9bc408debc6fdd0661cea,13,35
u01-s002-lecture-r1,lecture,commonMistakes[0].correction,9797a649c818cf96106762b490d5b2020a822b3b49aa905990271573e09c404b,14,36
u01-s002-lecture-r1,lecture,commonMistakes[1].mistake,9c772792e1ea750a366b8e2f7fdcf207f2b7e738c334c1170cb8dc92c41cfaa4,11,33
u01-s002-lecture-r1,lecture,commonMistakes[1].why,10837d906602c553b09ca65ce0850af9227813a89580f03be0a2c1b549871ec4,15,45
u01-s002-lecture-r1,lecture,commonMistakes[1].correction,da131ea242029f51c6c3fef8ce2a9aa1d8665b7f51d894eedcc92b850427869e,14,42
u01-s002-lecture-r1,lecture,commonMistakes[2].mistake,f5e7e717d2ef44ddad61ddc51e98ed17a05d1dc5e08357969500acbeb315b7d8,24,52
u01-s002-lecture-r1,lecture,commonMistakes[2].why,d24db911c8717e3210c1b7ed56bc8c3f1fb61a7b076a3f616cfda9a043dcee1f,9,27
u01-s002-lecture-r1,lecture,commonMistakes[2].correction,7f3a53799c454383af230bf4e4a4c2f5ef1b8663320e52a60983c730fd3109df,17,29
u01-s002-lecture-r1,lecture,commonMistakes[3].mistake,d12b0cc2765f87c53c5d9ebdb227708ecfb41335306b6886404daa035807dff8,18,40
u01-s002-lecture-r1,lecture,commonMistakes[3].why,50baa1c017d1830ba7594802ab6ed60b9ee6c9d53daceb582f1d446357326fe1,7,21
u01-s002-lecture-r1,lecture,commonMistakes[3].correction,65df5f2154f7cd1883928f93966e3ee51d1fa8bde317f983ac573c374955e872,13,39
u01-s002-lecture-r1,lecture,commonMistakes[4].mistake,b55275f172ed10cdd47fd694f159eb3fe7b7295f0c105ef22d2b2bdad2ed15ac,11,33
u01-s002-lecture-r1,lecture,commonMistakes[4].why,84983770cfdd144405224b14b445454728c24195826544c7d4318b19e1000b53,11,33
u01-s002-lecture-r1,lecture,commonMistakes[4].correction,0ca3339c3286a522de282e553adc24cfdc804b76f909f2ef14323f81be6d4ddf,11,33
u01-s002-lecture-r1,lecture,commonMistakes[5].mistake,c63ac5a0abac01ef6e2b75d89e1b123834db4d9fcc1c40f805387fcbe6ff5439,10,30
u01-s002-lecture-r1,lecture,commonMistakes[5].why,cfcb3908a1b185fa54b7f550bd567e6f0269201411e789df3ef5d1758c32e1c6,5,15
u01-s002-lecture-r1,lecture,commonMistakes[5].correction,e43fb477e65e5ba072d3b21c990185b1a191449e1b6e6168c9e292c336602b88,11,33
u01-s002-lecture-r1,lecture,selfCheck[0],edf1c4a49698a40d893f50979b938cd9d9dd3dbb4455b5208bced464a4b4a514,8,24
u01-s002-lecture-r1,lecture,selfCheck[1],125565f89d7f7944aaf1fca00df43552d78e2954bbcdd6da84829dcf39e1ac9c,9,27
u01-s002-lecture-r1,lecture,selfCheck[2],0b4c04eace312c22fcbd8d7cca478e7c4e308acf6b83059fd31ae041e99ed882,15,45
u01-s002-lecture-r1,lecture,selfCheck[3],ca7e476b2208808e5cc5717e0ab25dedd70a706a15b9b5564af1733ff1b5ea7f,11,33
u01-s002-lecture-r1,lecture,selfCheck[4],393f9854fb9c13701afab6aacb1819b6c59b06b7646e413ef384e4d6f5d10dfc,7,21
u01-s002-lecture-r1,lecture,summary[0],13907e929874690f49ab54bea2e8a26d37ae0627eb2f5c7f4c78e4d6945355e3,17,51
u01-s002-lecture-r1,lecture,summary[1],a4107da64334a4cc8c6d1621b65a1beb88f5b6a27057426c75cc7b692dfed363,13,39
u01-s002-lecture-r1,lecture,summary[2],b9fe1efb9f9761610e05cd3bc66004edc64efcdeab32c61e9461136b5a655254,9,27
u01-s002-lecture-r1,lecture,summary[3],dad436cf73dfd574d4c93f87b698b4fb37c636d63e547b33573fefd7af215de2,13,39
u01-s002-lecture-r1,lecture,connections.previous,7255310026fadff8ca9a866069762510c0ceae2f2740080368486f5b3525f18d,22,62
u01-s002-lecture-r1,lecture,connections.next[0],fd8b269ae69eb1825f4bc92ef900a0fef474a105f3a8f9e6297958ee32080171,17,51
u01-s002-lecture-r1,lecture,connections.next[1],66d9fe38d9046fde5102ffeefee7fae6174bd7bebad3de3378d064bc4aa99054,15,45
u01-s002-lecture-r1,lecture,connections.next[2],dfaf6e39bc4440c185785cac6e87a3fd1f30fe405fa993ceaf5d32f046a6d0f1,17,51
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[0],e9e2a509b9a17e1e6d3df64b6fe5f39216452db522bced4e238a6a7346ebc083,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[1],2fdf8b57cfb3a9d558468e6841f019a095a28302cf6c4f12601f0675fe69491c,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[2],5e01024adf4fb478ea111acd87b6d946bc06ea37a36b6eb3824012ae03223994,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[3],4570c3c9aef8c95e2a2d3e3d98e6e0d3a330bbe757473f567c1abb53b4fcbaec,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[4],1a75e1888fe2bad4d159b58e9f11e2214b0144c95c7682d6cd08dc9336ba5433,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[5],9b6998d8e2ac73f3a5a42a898c019072964672ea6cac49d7abde9dc656a47363,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[6],bc5f0e94ef1c9cb69d70807ae31854894f47c9da3a8e2ae290e3b496cc3cd685,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[7],5ceeeb209448bde95c7a267c13efac109042d87e0433c48a97838fb6d4435b8c,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[8],898a59da3d8bbcd8d2a3cad3bc0645b7f9143ac936d35f3515c7b0613d33ad86,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[9],068672ef805b6221b3f56a49da3d006879ee5a54620dfdb82a84e4cc688eee11,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[10],e3921cf73aaa1f50ce535992bc6fcab7d4ac957414bc31e50ece72dab4a5b8a6,13,13
u01-s002-lecture-r1,lecture,practiceLinks.mcQuestionIds[11],09918df38f2cc91c4e4142379a71421b7f83cebeff64f813f7f7ab0f017865e2,13,13
u01-s002-lecture-r1,lecture,practiceLinks.constructedResponseIds[0],79e40c9011ecb1e40a932229d886b16c61ce2b927112ffa8af4ef66dafbfacfa,14,14
u01-s002-lecture-r1,lecture,practiceLinks.constructedResponseIds[1],5034278c4ad9cda2ce6c8ada003e7b1b4792f43193b58d26bc232223876b040b,14,14
u01-s002-lecture-r1,lecture,lectureReview.mathematicalCorrectness,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1,4,4
u01-s002-lecture-r1,lecture,lectureReview.zeroFoundationReadability,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1,4,4
u01-s002-lecture-r1,lecture,lectureReview.scopeCheck,fdf8268f0373301b2fcc6331f1d8999b8aabea69681e8bc972ab9a21216a7606,21,21
u01-s002-lecture-r1,lecture,lectureReview.reviewNote,f741646480496ded7cfb6462fd080623cf0e19b0b86f3960ab2dbb604efa1327,42,126
u01-s002-lecture-r1,lecture,lectureReview.reviewVersion,7ccbed064d3016b5353f553d3edb33b6627126acb00be43b039a8cbab00d7d69,25,25
u01-s002-lecture-r1,lecture,lectureReview.reviewedAt,14158d45727526145ef514139eeb669eb54d613dbcffe524f099dbb71c9d8b08,10,10
u01-s002-lecture-r1,lecture,contentSha256,d8c78933a501c89ff9e4e6d465739cccf8def41b278f1a52380cd63727d0d9b1,64,64
u01-s002-lecture-r1,lecture,contentAuthority,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e,25,25
u01-s002-v001,question,questionId,e9e2a509b9a17e1e6d3df64b6fe5f39216452db522bced4e238a6a7346ebc083,13,13
u01-s002-v001,question,unitId,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa,3,3
u01-s002-v001,question,topicId,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7,18,18
u01-s002-v001,question,skillId,9acb7068b50b71b0be599486518d6c00dc6d3db8f17524202c8211f780bf2672,33,33
u01-s002-v001,question,difficulty,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s002-v001,question,type,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936,2,2
u01-s002-v001,question,visualMode,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015,9,9
u01-s002-v001,question,sourceScope,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346,19,19
u01-s002-v001,question,text,0eeea62e63fee7525264c012a50dc6263348a7a11b015515357e7637001da1f7,33,85
u01-s002-v001,question,choices[0],b6f31a01d0c1df62b3160a01dc3d998cdc73f79245d5101dcc7fda97dce0f756,6,10
u01-s002-v001,question,choices[1],4c69e7b8b6afef14b11d9bc8dba2894491d2f7daf4802ce8eb69ca4efb485d72,6,10
u01-s002-v001,question,choices[2],ce4bde72f5d6f9cb8700cb8294595e87480f09f9583e7ee630f26666dfe2ae8c,11,27
u01-s002-v001,question,choices[3],0b37fccbbb70e58dcc0cb55f962755edc83aff54e1551d023f45097a7020277e,4,8
u01-s002-v001,question,explanation,4f7cfd97e791cbcaab4d0c9c0c9ceaea309490e5d2c1e463b9902bd42fabe808,40,102
u01-s002-v001,question,steps[0],a3525b8a73231052124fb34f9d476b68575866c699491d10ce84729007a783ea,14,36
u01-s002-v001,question,steps[1],a66c751f7b3e46f0e1b57861988f4be4e6af7e28f5f74e13e6f3066abe36cc96,10,30
u01-s002-v001,question,steps[2],9c3ecd3f889c4c75c692416e727e90ea5e4f615e0a17d8b36970699b2f71c620,21,45
u01-s002-v001,question,optionAnalysis[0].choice,b6f31a01d0c1df62b3160a01dc3d998cdc73f79245d5101dcc7fda97dce0f756,6,10
u01-s002-v001,question,optionAnalysis[0].reason,5de57866bd029b4ef1323485c45674b055d9bba2af1a5b4ec7cd89f9563d7615,16,40
u01-s002-v001,question,optionAnalysis[1].choice,4c69e7b8b6afef14b11d9bc8dba2894491d2f7daf4802ce8eb69ca4efb485d72,6,10
u01-s002-v001,question,optionAnalysis[1].reason,8597fb69f4035e13cc545585c5e783345b767df40182e66c90f3046cca888520,12,28
u01-s002-v001,question,optionAnalysis[2].choice,ce4bde72f5d6f9cb8700cb8294595e87480f09f9583e7ee630f26666dfe2ae8c,11,27
u01-s002-v001,question,optionAnalysis[2].reason,7bb1a1897737ff40f47da3b5bc0ed6cc498d4c50a95a733fdb3f7ef53f68c951,11,25
u01-s002-v001,question,optionAnalysis[3].choice,0b37fccbbb70e58dcc0cb55f962755edc83aff54e1551d023f45097a7020277e,4,8
u01-s002-v001,question,optionAnalysis[3].reason,638268749616dcd8201b2b4e1cc936a481822d6aed87743a55fc5f3dddf074f0,11,29
u01-s002-v001,question,commonMistake,83591e770cc5b29ef4c255568ce4c0abb85d993bf3cd02bb8e92e4796ffaf9cd,22,58
u01-s002-v001,question,concept,e061ab679120582395968ff45012655c6153a4b6f91859295dd7849d72f2cb9b,14,42
u01-s002-v001,question,tags[0],fd41540cbdbecb9b5fa7116d27c68e378548ab62ab7c7ca4494730a81ea87667,3,9
u01-s002-v001,question,tags[1],aa4bea1b6acb18c63952adfe351c5d2cc911c316b056fc2334a62479be0a7081,6,18
u01-s002-v001,question,tags[2],fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s002-v001,question,estimatedTimeSec,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9,2,2
u01-s002-v001,question,prerequisiteSkillIds[0],be94500938e9d6dffee7df9d3bb0232a3329c3f06b4e490dec770b124e66f5f7,29,29
u01-s002-v001,question,authoringIntent,b8a5361a1ab9d820f01ef107cfc095d8443b71b612365207f1b66080bcc91caf,16,48
u01-s002-v001,question,reviewStatus,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb,22,22
u01-s002-v001,question,contentSha256,fbf9f685e5efeaa457e00ede6cab3c532def2080a88d993c9db40e90c5cebca7,64,64
u01-s002-v001,question,contentAuthority,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e,25,25
u01-s002-v002,question,questionId,2fdf8b57cfb3a9d558468e6841f019a095a28302cf6c4f12601f0675fe69491c,13,13
u01-s002-v002,question,unitId,2055254ee30aaae13b777732834c89d7f799015d3af13b62fe05aeef8c3e0eaa,3,3
u01-s002-v002,question,topicId,e7d9d88eb7596ecb66c83bcfd7a554baef7612744a495523f5f8fae90be63bc7,18,18
u01-s002-v002,question,skillId,9acb7068b50b71b0be599486518d6c00dc6d3db8f17524202c8211f780bf2672,33,33
u01-s002-v002,question,difficulty,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2,5,5
u01-s002-v002,question,type,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936,2,2
u01-s002-v002,question,visualMode,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015,9,9
u01-s002-v002,question,sourceScope,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346,19,19
u01-s002-v002,question,text,52bbe29a7509d8e3e4d416d6cb1b7dc8fb89dbf4764a4c53f0e1777243e16092,29,77
u01-s002-v002,question,choices[0],c3fa52dd12ba113e8ee72024e2d157a485a8b30bb8c68906bd1016c67954848f,6,8
u01-s002-v002,question,choices[1],db154200bd11156f0f9dd111cc55375e1cf6265e26d3a2d1c476f92f558062f5,6,8
u01-s002-v002,question,choices[2],0aaec12a215b67947beea9d58df6ee5781991f293434d6784d28051643efd1dd,3,5
u01-s002-v002,question,choices[3],7323b941c8491176045c0ebf505e3d06ac4097419959ae9e741de17b718dfe2d,4,6
u01-s002-v002,question,explanation,462d87ed01bba32ddabcb021d3c5897c68015725328df4fca88b48b50b8cfcda,32,84
u01-s002-v002,question,steps[0],4aa8febc707c4dc1db8ca396a668046aa2204427a65aef3debc9ddfc9e27e66d,8,24
u01-s002-v002,question,steps[1],808e5a647eeb2dbd1f322f3c9ebada043424eb66ab1362da9347092ad9a56e26,8,24
u01-s002-v002,question,steps[2],66d0cd69672677243b5bb8b6247fbc27139c530d75698f31a23ad1dcd7d46a39,18,32
u01-s002-v002,question,optionAnalysis[0].choice,c3fa52dd12ba113e8ee72024e2d157a485a8b30bb8c68906bd1016c67954848f,6,8
u01-s002-v002,question,optionAnalysis[0].reason,b97b6a706bc4e0dbbf2f58671eea6a833731ec483e8cc132554ef3e14239ec6d,13,29
