questionId,unitId,slot,skillId,questionType,difficulty,primaryVerdict,issueCodes,mathematicsCorrect,answerIndexCorrect,manualDerivedAnswer,rendererVerdict,reason,recommendedAction,officialScopeEvidence,allStringFieldsRead,reviewedStringFieldCount,reviewedUnicodeCharacterCount,originalArtifactSha256,manualReviewer,manualReviewStatus
u01-s010-v011,u01,s010,integer-multiplication-division,mc,literacy,PASS,,True,True,5+(-2)×6=-7°C。,SAFE,情境條件完整且每一項都影響列式；答案、解析、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,486,3625773496dba402c1d121f59e71cfa7d315cd3889216f19ee9054a95192ea97,GPT-5.6 Thinking,COMPLETE
u01-s010-v012,u01,s010,integer-multiplication-division,mc,literacy,FORMAT_REPAIR,SLASH_NOTATION_IN_OPTION_ANALYSIS,True,True,(-840)÷7=-120 元。,SAFE,題目與答案正確，但正確選項分析使用 -840/7，應統一為正式除號。,將 -840/7=-120元 改為 (-840)÷7=-120 元。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,510,b8479bce31aaa1f82f8b94458700fa01c087e7f4cac23588546e28ed96596ef8,GPT-5.6 Thinking,COMPLETE
u01-s010-cr001,u01,s010,integer-multiplication-division,constructed-response,standard,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,三題依序為 -24、9、42。,SAFE,題目、標準解與分數層級正確，但 0 分規準未明示只寫答案而沒有符號判斷或有效過程時為 0 分。,在 0 分規準加入「只寫答案，沒有任何可辨認的符號判斷或計算過程，0 分」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,27,465,b51946dacc40a9fb3f69078bcbd3879ecb3ad4925c21c0258cb015b2ffdd771f,GPT-5.6 Thinking,COMPLETE
u01-s010-cr002,u01,s010,integer-multiplication-division,constructed-response,advanced,WORDING_REPAIR,AMBIGUOUS_SEGMENT_MEANING|ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,8 分鐘總變化 -24 公尺，最後深度 -44 公尺；若分成四個等長時間段，每段 2 分鐘，平均變化 -6 公尺。,SAFE,數值正確，但「再平均分成 4 段回報這段總深度變化」沒有明說四段是等長時間段，學生可能不清楚為何可直接除以 4；0 分規準亦未明示答案-only-zero。,改成「把 8 分鐘平均分成 4 個等長時間段」；補上只寫答案且無過程為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,28,532,02c006f43048c9153c5c1b7a22321112e6e0d83735333e5f63ba9cc837283346,GPT-5.6 Thinking,COMPLETE
u01-s011-v001,u01,s011,integer-mixed-operations,mc,basic,PASS,,True,True,8+(-3)×5=-7。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,403,b0cb6ba19dc8554b59ac7c5d9d8c3fd30d8fb4dcf3d143341236893fa08f8d4d,GPT-5.6 Thinking,COMPLETE
u01-s011-v002,u01,s011,integer-mixed-operations,mc,basic,PASS,,True,True,24÷(-6)-3=-7。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,378,2e9f1df1f636b185c0daf33948b7c48b892466d4b8a789abdcb4d4631b4497ef,GPT-5.6 Thinking,COMPLETE
u01-s011-v003,u01,s011,integer-mixed-operations,mc,basic,FORMAT_REPAIR,SQUARE_BRACKET_NOT_INTRODUCED,True,True,18-[4+(-7)]×2=24。,SAFE,數學與答案正確，但講義 notation 只介紹圓括號，題目直接使用中括號。,在講義先說明中括號與圓括號同為分組符號，或將題目統一改用圓括號。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,428,aaa62127bf08bfdcd72179ff6c8c8ee4f06d669f6a43a0fcc104262599a39127,GPT-5.6 Thinking,COMPLETE
u01-s011-v004,u01,s011,integer-mixed-operations,mc,standard,PASS,,True,True,-30÷5×2+9=-3。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,421,b9227ea7c111eaf8b25bc63c2624c2636abdee97f6d910d06c64031e15da1b78,GPT-5.6 Thinking,COMPLETE
u01-s011-v005,u01,s011,integer-mixed-operations,mc,standard,PASS,,True,True,16-3×5+2=3。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,394,61ac6292cfec170c225bd86c5b42d34ae9c04103afa22d47c1f2b48127ed3c90,GPT-5.6 Thinking,COMPLETE
u01-s011-v006,u01,s011,integer-mixed-operations,mc,standard,PASS,,True,True,(-8+5)×(-4)=12。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,417,2c37f36947f8db08f7da25f58308d1f2eb2c9df31943b5b524becccf30f7f653,GPT-5.6 Thinking,COMPLETE
u01-s011-v007,u01,s011,integer-mixed-operations,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,48÷(-6)-[7-(-2)]=-17。,SAFE,數學與答案正確，但只需依序完成三個例行運算，advanced 標示偏高。,降為 standard，並另設真正需要多層條件或錯誤辨識的 advanced 題。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,410,8b6fc522a5ff2771043fa9eb447ced938b40c3810626e20183c820472aee4d72,GPT-5.6 Thinking,COMPLETE
u01-s011-v008,u01,s011,integer-mixed-operations,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,20-(-3)×4÷2=26。,SAFE,數學與答案正確，但只需依序完成三個例行運算，advanced 標示偏高。,降為 standard，並另設真正需要多層條件或錯誤辨識的 advanced 題。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,443,60e302e8a4e0f15a7e4e871e2ef5845a68fe5515fc8e39eab679661eb6b1cc4e,GPT-5.6 Thinking,COMPLETE
u01-s011-v009,u01,s011,integer-mixed-operations,mc,advanced,FORMAT_REPAIR,SQUARE_BRACKET_NOT_INTRODUCED,True,True,-2×[5-9]+(-3)×4=-4。,SAFE,數學與 advanced 難度可接受，但中括號未在 notation 中先介紹。,補充中括號表示分組，或統一改用圓括號。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,431,b5efc44379241a3b037833f3be60e3f56fcf37613e7dffa64b4d94c2d54494fc,GPT-5.6 Thinking,COMPLETE
u01-s011-v010,u01,s011,integer-mixed-operations,mc,literacy,PASS,,True,True,120+(-15)×4+25=85。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,509,239b8fe44acfdb9da714e5cab517d4903bb4f4028bf7dbd2116da71acc3c230f,GPT-5.6 Thinking,COMPLETE
u01-s011-v011,u01,s011,integer-mixed-operations,mc,literacy,PASS,,True,True,-50+3×40-25=45。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,524,6ce909052c2beab8c47b93b5da320ccc6d5d8cf62a19abdd5234f54d04203a17,GPT-5.6 Thinking,COMPLETE
u01-s011-v012,u01,s011,integer-mixed-operations,mc,literacy,PASS,,True,True,-10+5×6+3×(-4)=8。,SAFE,題幹、完整列式、運算順序、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,490,47dfb1f59b374effaa4eaffe296cb78a5aac1d0045977eb1f84b49191905a267,GPT-5.6 Thinking,COMPLETE
u01-s011-cr001,u01,s011,integer-mixed-operations,constructed-response,standard,FORMAT_AND_RUBRIC_REPAIR,SQUARE_BRACKET_NOT_INTRODUCED|ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,30-[6+(-8)]×4÷2=34。,SAFE,標準解與 scoringNotes 正確，但中括號未先介紹，且 0 分規準未明示只寫答案為 0 分。,補充中括號記號；在 0 分規準加入只寫答案、沒有有效步驟為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,28,456,495ff6731e6aa83cceb565790b8c9380e896f59414aad431f3e987b1a7469337,GPT-5.6 Thinking,COMPLETE
u01-s011-cr002,u01,s011,integer-mixed-operations,constructed-response,advanced,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,200+(-18)×6+25×2-12=130。,SAFE,列式、答案、替代解法與分數層級正確，只缺少答案-only-zero 明文。,在 0 分規準加入只寫 130、沒有列式或說明為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,28,487,3eabb8729bff2e271c6ff6c41e914e3dd99198be9a4069319b959a6be46834c7,GPT-5.6 Thinking,COMPLETE
u01-s012-v001,u01,s012,integer-exponent-meaning,mc,basic,PASS,,True,True,3⁴=81。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,369,fdc32a94231edc8a0fd5fa837e87abc5608738fbb4d21599e44b91f3a2d61db4,GPT-5.6 Thinking,COMPLETE
u01-s012-v002,u01,s012,integer-exponent-meaning,mc,basic,PASS,,True,True,(-2)³=-8。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,392,ec9064d8d765a67128b0a64a18d86eb5345607e1e3b0c5f2c954a4bb1486df36,GPT-5.6 Thinking,COMPLETE
u01-s012-v003,u01,s012,integer-exponent-meaning,mc,basic,PASS,,True,True,-2⁴=-(2⁴)=-16。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,397,1dc7277a398c0fd0f52653976af79e4d1076ecea985312e167db31d0da3145d6,GPT-5.6 Thinking,COMPLETE
u01-s012-v004,u01,s012,integer-exponent-meaning,mc,standard,PASS,,True,True,四個 (-5) 相乘寫成 (-5)⁴。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,445,90af689d43e3dd9a415b37057552845894790c92473ef411bf0accb5a44d8002,GPT-5.6 Thinking,COMPLETE
u01-s012-v005,u01,s012,integer-exponent-meaning,mc,standard,PASS,,True,True,"10⁶=1,000,000。",SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,463,f2886cb80c290841a006482b65105dc0bcbca41d3fcd5c59ba280877e776330b,GPT-5.6 Thinking,COMPLETE
u01-s012-v006,u01,s012,integer-exponent-meaning,mc,standard,PASS,,True,True,(-3)²=9，-3²=-9，所以前者較大。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,453,58a8daf2c01a5121ca2ca90ca37636da29f6fc779a61e0481b0d099b8b6c7086,GPT-5.6 Thinking,COMPLETE
u01-s012-v007,u01,s012,integer-exponent-meaning,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,2⁵=2×2×2×2×2=32。,SAFE,答案正確，但內容只重複 basic 題的展開與直接計算，不足以標 advanced。,降為 basic 或 standard，並另設能比較括號、負號或多個冪的 advanced 題。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,451,d3ff7c92fbb80a8978d0ec9878370f487f453d978df0241313dab0e6248488d2,GPT-5.6 Thinking,COMPLETE
u01-s012-v008,u01,s012,integer-exponent-meaning,mc,advanced,DIFFICULTY_REPAIR,DIFFICULTY_TOO_HIGH,True,True,4³=4×4×4=64。,SAFE,答案正確，但內容只重複 basic 題的展開與直接計算，不足以標 advanced。,降為 basic 或 standard，並另設能比較括號、負號或多個冪的 advanced 題。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,367,56bec39023deb2ab8da01c1dd25e130febe8cd2b17860d4c2e964984e0d9037b,GPT-5.6 Thinking,COMPLETE
u01-s012-v009,u01,s012,integer-exponent-meaning,mc,advanced,PASS,,True,True,a=-2 時，a⁴-a³=16-(-8)=24。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,415,dd73b37f0415073cf34aa8d98d7c2e2a67daefc11358381a1d094b8b89faa508,GPT-5.6 Thinking,COMPLETE
u01-s012-v010,u01,s012,integer-exponent-meaning,mc,literacy,PASS,,True,True,從 1 個開始同步倍增 8 次，得 2⁸=256。,SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,465,5d2f00fba1f543d1c8c456601fe4d003e98e169f0749f9b3bd7e614cc21ef60d,GPT-5.6 Thinking,COMPLETE
u01-s012-v011,u01,s012,integer-exponent-meaning,mc,literacy,OPTION_ANALYSIS_REPAIR,FALSE_REASON_IN_DISTRACTOR_ANALYSIS,True,True,正方形面積為 12²=144 平方公分。,SAFE,正解正確，但第一個錯誤選項分析寫「把平方當乘2且單位錯」；該選項顯示的單位仍是平方公分，錯的是運算，不是單位。,將理由改為「把平方誤解成乘以 2；12×2 不是正方形面積」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,542,09293cce20d3fdcd0870bb93782939416b11af704043141a854b17a158cc9081,GPT-5.6 Thinking,COMPLETE
u01-s012-v012,u01,s012,integer-exponent-meaning,mc,literacy,PASS,,True,True,"10×10×10=10³=1,000 盒。",SAFE,題目、唯一答案、指數與括號解釋、步驟及選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,478,3d3d2dfaf398963e2ad60303f0d1e5ee695bf0361d3ca36042a7fe4c8a775ac8,GPT-5.6 Thinking,COMPLETE
u01-s012-cr001,u01,s012,integer-exponent-meaning,constructed-response,standard,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,三值為 81、-81、-27，大小關係 81>-27>-81。,SAFE,題目、解答、替代解法與分數層級正確，只缺少只寫答案為 0 分的明文規則。,在 0 分規準加入沒有展開、括號解釋或有效過程者，即使只列三個值也為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,28,441,6864d0043e0bd16ed5785db667b698e3d5eaecc324521a54bf5571e5b77eed34,GPT-5.6 Thinking,COMPLETE
u01-s012-cr002,u01,s012,integer-exponent-meaning,constructed-response,advanced,RUBRIC_REPAIR,ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,第 5 階段為 3⁵=243。,SAFE,階段定義、答案與防止 off-by-one 的 scoringNotes 均正確，只缺少答案-only-zero 規則。,在 0 分規準加入只寫 243 或 3⁵、沒有說明指數來源時為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,28,456,e4dc35134436cbe62ac142dbe469ef327bb657a9fcae594a8a9470e2b05785ca,GPT-5.6 Thinking,COMPLETE
u01-s013-v001,u01,s013,integer-exponent-laws,mc,basic,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,2³×2⁴=2⁷。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,372,b0738fa6db4024d477f31cbc5e822f62b3c8e9191f80bad783d366b951ffce56,GPT-5.6 Thinking,COMPLETE
u01-s013-v002,u01,s013,integer-exponent-laws,mc,basic,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,5⁸÷5³=5⁵。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,370,08c33ee89a7e054366d77ae5573b3dd9c5c9b19542cc1739fd53c83633b785e6,GPT-5.6 Thinking,COMPLETE
u01-s013-v003,u01,s013,integer-exponent-laws,mc,basic,CHOICE_AND_FORMAT_REPAIR,IMPLAUSIBLE_DISTRACTOR|PROGRAMMING_CARET_NOTATION,True,True,(3²)⁴=3⁸。,SAFE,正解正確，但干擾選項 9⁴⁰ 過度荒謬，不能診斷合理迷思；正確選項分析也使用 3^(2×4)。,以能反映『底數平方後保留 9⁴』等真實錯誤的選項取代 9⁴⁰；分析改用正式上標或文字。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,367,3646d7864dff47bd8b8f2089242ceed921102d18c223d182cc074f508ac37ecf,GPT-5.6 Thinking,COMPLETE
u01-s013-v004,u01,s013,integer-exponent-laws,mc,standard,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,(2×5)³=2³×5³。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,422,89711b60eb9d1a0228fa58ece7f2674b53b7a27496314d4c3d09248444ffaa0e,GPT-5.6 Thinking,COMPLETE
u01-s013-v005,u01,s013,integer-exponent-laws,mc,standard,PASS,,True,True,4³×2⁵=(2²)³×2⁵=2¹¹。,SAFE,共同底數改寫、答案、步驟與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,414,788c3f90e38410f2385b3cc88cd1bd58ac510e13e9069444c1a240c6a564d7c5,GPT-5.6 Thinking,COMPLETE
u01-s013-v006,u01,s013,integer-exponent-laws,mc,standard,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,3⁹÷(3⁴×3²)=3³。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,398,4710926c32142df00860ffb7656c09b56487caaf94d2f381427c5e55ce8617fc,GPT-5.6 Thinking,COMPLETE
u01-s013-v007,u01,s013,integer-exponent-laws,mc,advanced,SEQUENCE_REPAIR,EARLY_ALGEBRAIC_UNKNOWN_EXPONENT,True,True,x+3=9，所以 x=6。,SAFE,數學正確，但在 U01 尚未正式建立代數方程式時直接把未知數放在指數位置，對零基礎學生過早。,改成缺格或敘述式「缺少的指數是多少」，或移到一元一次方程式後。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,391,1823359990d177a7ee99609a593880a1f4f49a08fe8133f4505065ebb70abc23,GPT-5.6 Thinking,COMPLETE
u01-s013-v008,u01,s013,integer-exponent-laws,mc,advanced,OPTION_ANALYSIS_AND_FORMAT_REPAIR,FALSE_UNRELATED_OPTION_ANALYSIS|PROGRAMMING_CARET_NOTATION,True,True,(5²)³÷5⁴=5²。,SAFE,正解正確，但選項 5¹ 的分析竟寫「9−4=5；寫成 3⁴」，與本題完全無關；正確選項分析另使用 5^(2×3-4)。,重寫 5¹ 的理由為「把 2×3−4 錯算成 1」；正確分析改用正式上標或文字。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,414,d23dc600c908e9e1a8eccfd6259ddca8917c4b3640b5f1de6d33e681914b20e6,GPT-5.6 Thinking,COMPLETE
u01-s013-v009,u01,s013,integer-exponent-laws,mc,advanced,PASS,,True,True,同底數指數相加只適用乘法，不能直接套用於 2³+2⁴。,SAFE,四個敘述逐一核對後只有第一項正確，解析與選項分析一致。,原樣保留。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,36,458,843039bec2eb949ec8e07e6b9952dfacb71eeb387c4da26a6aee83fc29af2c08,GPT-5.6 Thinking,COMPLETE
u01-s013-v010,u01,s013,integer-exponent-laws,mc,literacy,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,2³×2⁴=2⁷。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,453,63c17dc1fb52ac918b0c40a9b326a833687299135a85856869ec190da47e002a,GPT-5.6 Thinking,COMPLETE
u01-s013-v011,u01,s013,integer-exponent-laws,mc,literacy,FORMAT_REPAIR,PROGRAMMING_CARET_NOTATION,True,True,(10²)³=10⁶。,SAFE,題目與答案正確，但 optionAnalysis 使用 2^(...)、5^(...) 或 ^3 等程式式記號，與學生端的正式上標記號不一致。,改用正式上標，或用完整文字說明「指數為……」。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,450,1ee0262438e3209e581ad006b06017186b66fc42daa7a06f1d3b8f4d48b46292,GPT-5.6 Thinking,COMPLETE
u01-s013-v012,u01,s013,integer-exponent-laws,mc,literacy,LITERACY_REPAIR,ARTIFICIAL_LITERACY_CONTEXT,True,True,4⁵×2³=(2²)⁵×2³=2¹³。,SAFE,數學與答案正確，但「某運算量」沒有真實資訊需求，只是把純算式包上一句空泛情境，不構成必要素養題。,改列為 standard/advanced 純數學題，或加入真實且會影響模型的資料情境。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,37,452,09df1e7fade1d56d38191f3ec86623610df418e2d0fadca6ab676bb94d1deeb0,GPT-5.6 Thinking,COMPLETE
u01-s013-cr001,u01,s013,integer-exponent-laws,constructed-response,standard,FORMAT_AND_RUBRIC_REPAIR,PROGRAMMING_CARET_NOTATION|ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,2⁵×2³÷2⁴=2⁴=16。,SAFE,標準解正確，但 alternativeSolutions 使用 2^(5+3-4)；0 分規準也未明示答案-only-zero。,改成正式上標或文字「指數為 5+3−4」；補上只寫 16 或 2⁴ 且無規則說明為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,27,388,182be02cc96757241e197fff4795d02fd8ea23cd5bac6188727733d3cf9d490f,GPT-5.6 Thinking,COMPLETE
u01-s013-cr002,u01,s013,integer-exponent-laws,constructed-response,advanced,FORMAT_AND_RUBRIC_REPAIR,PROGRAMMING_CARET_NOTATION|ANSWER_ONLY_ZERO_POLICY_MISSING,True,True,8⁴÷4³×2⁵=2¹²÷2⁶×2⁵=2¹¹。,SAFE,解法與答案正確，但 fullCreditSolution 使用 2^(12-6+5)，且缺少答案-only-zero 明文。,改成「指數為 12−6+5，所以得到 2¹¹」；補上只寫答案且沒有改寫與因數檢查為 0 分。,國中數與量範圍；另逐題檢查前置順序、記號與難度。,True,29,460,fe0d876e19bba3ee1cd99b5888934fb5c67429bda36e785e1b31cced89ca557b,GPT-5.6 Thinking,COMPLETE
