artifactId,artifactType,fieldPath,unicodeCharacterCount,utf8ByteCount,utf8Sha256
u02-s012-lecture-r1,lecture,nonApplicableCases[0],13,37,623d87df8bb177e564f99f1936d1236435b0538659ee0a2c0304eeaa986b3653
u02-s012-lecture-r1,lecture,nonApplicableCases[1],23,69,5358306b824b46b292ff12ee77667e5e5bbf9f5d4dd94ac9b91d637711342d3f
u02-s012-lecture-r1,lecture,nonApplicableCases[2],12,36,e3665d5f1b44a4d3ef88ad2d7891c10add15b4c5a7aa2d646533ff3d7482675d
u02-s012-lecture-r1,lecture,nonApplicableCases[3],18,54,98001749f54310c0911b745fc726f847ab3c211db1a36ec9c7c14fac36addce4
u02-s012-lecture-r1,lecture,method[0].instruction,12,36,9b76e615b60344c4f5433380ef319c950b1e0b830e3647ef5d42bb3daae8b269
u02-s012-lecture-r1,lecture,method[0].check,13,39,5bdbee24fcb887dc65f13f6520e232e4125565f46ee70bad8dcb88e8fc313f28
u02-s012-lecture-r1,lecture,method[1].instruction,9,27,7aca265321982e0aaf0f81cdd4e59c20de9838f250596ffaf8095a6a75ea1142
u02-s012-lecture-r1,lecture,method[1].check,8,24,76d88adfd02a6632feca2459d0e7da3e68a03171f498740dad182137c8f80be2
u02-s012-lecture-r1,lecture,method[2].instruction,8,22,0cbc57091344e94fc95f837bc6ae8dc1d1321827096092d9a6a91d5e52a46e79
u02-s012-lecture-r1,lecture,method[2].check,8,24,1ae6869c537eafccba0bccde0ae6a58b8e41c043d2954f1c5a57f49c06cdd771
u02-s012-lecture-r1,lecture,method[3].instruction,10,30,d32523fb2402055d7e5eadc1248777461239da343c93508150396f55125464e3
u02-s012-lecture-r1,lecture,method[3].check,9,27,4cfe8a2b05b1d4221cbfed7f50993f9b519f0ce6f22685c618fc50b30b6b2da6
u02-s012-lecture-r1,lecture,method[4].instruction,8,24,c998c113e91b18d415c2bcfd7fad6f9eb0db4a871113f151dfa1c7d70962c6de
u02-s012-lecture-r1,lecture,method[4].check,10,30,968d57b32ebcf44ab73928b2c4e05ec7da9a291d92b0366737e2047d69e73ab4
u02-s012-lecture-r1,lecture,workedExamples[0].exampleId,2,2,dffe8596427fc50e8f64654a609af134d45552f18bbecef90b31135a9e7acaa0
u02-s012-lecture-r1,lecture,workedExamples[0].prompt,13,15,4ff0e3ed09553c12d6867e5b32d6017ba1999b898656381031e0fe9ce5d722bf
u02-s012-lecture-r1,lecture,workedExamples[0].solutionSteps[0],11,18,af966092f86bc1ca3654241f0d6bd3cbdd22222f7246b2ccb560de309e7112f1
u02-s012-lecture-r1,lecture,workedExamples[0].solutionSteps[1],9,19,6cefb8316ad0b45e1eb827cd0e0b244fb84247ffee0aa5e90276057872f015a2
u02-s012-lecture-r1,lecture,workedExamples[0].answer,4,6,88433beb6272b4b26c0945fa768dbae4723bed9cfb0fcca645a73f8fb61028ff
u02-s012-lecture-r1,lecture,workedExamples[1].exampleId,2,2,d76354d8457898445bb69e0dc0dc95fb74cc3cf334f8c1859162a16ad0041f8d
u02-s012-lecture-r1,lecture,workedExamples[1].prompt,8,10,bfbe95cecfbb7a67748b8e2992644ca68cf111988b0e096bb752bb619b16c639
u02-s012-lecture-r1,lecture,workedExamples[1].solutionSteps[0],7,13,939d05163647a13cf7ab3558107cc102effe6e454a4c4e191adc83b54dcc921f
u02-s012-lecture-r1,lecture,workedExamples[1].solutionSteps[1],6,9,0720c7d3f70e28eb78ee6ca9e2a8592928e9ea4705204b3c54bcb9e43fd09323
u02-s012-lecture-r1,lecture,workedExamples[1].answer,5,7,6f09115dbd742f2e352c898024018330ae6989d8b4ca5a787114e72c70b737f6
u02-s012-lecture-r1,lecture,workedExamples[2].exampleId,2,2,842983de8fb1d277a3fad5c8295c7a14317c458718a10c5a35b23e7f992a5c80
u02-s012-lecture-r1,lecture,workedExamples[2].prompt,16,18,65f119d158c3ef3ba4c9e48fc7193569a09ad978f7a644e66874765265fc3a81
u02-s012-lecture-r1,lecture,workedExamples[2].solutionSteps[0],7,13,70c36f2ef073f4b169d0b3e0645f45c8f3dd5e505e511b5e55b7211c69c0b26e
u02-s012-lecture-r1,lecture,workedExamples[2].solutionSteps[1],12,15,9fc661a68d78fefc615bb5569e2da091e9397ee1eb4090409ad0348a48678b52
u02-s012-lecture-r1,lecture,workedExamples[2].answer,4,6,d09e873cccc02e099821a8d2bec3bbe6c5794d09dbce9d2fb5233adad80d265c
u02-s012-lecture-r1,lecture,workedExamples[3].exampleId,2,2,4a5a97c6433c4c062457e9335709d57493e75527809d8a9586c141e591ac9f2c
u02-s012-lecture-r1,lecture,workedExamples[3].prompt,14,16,acb04d5a7623c73d2ae93e8772db03dd350655525fa1b7bf84e5ae386f9ddf2d
u02-s012-lecture-r1,lecture,workedExamples[3].solutionSteps[0],7,13,8ba7ba3e11c4b1ee2ffbf9ba8387782a3d146f2cadae6772305c1ee357d1edb1
u02-s012-lecture-r1,lecture,workedExamples[3].solutionSteps[1],8,24,0be12b75128d5f7c1fa64dd2433886582e9ad7032aaa6f7a872d4bdc6f0ce969
u02-s012-lecture-r1,lecture,workedExamples[3].answer,2,4,1f615c52bcb523bdc3d2c32a8b46e5ea6b7b8ac64da921bc4d130d03498e6668
u02-s012-lecture-r1,lecture,commonMistakes[0].mistake,9,27,ac70b8de46c1564c6be48b96c01821e9f6ae63e83a680ffa4b666e6ca9005fce
u02-s012-lecture-r1,lecture,commonMistakes[0].why,6,18,ba2af94161f4e16439375bf0da69a8562f053a04d80752c90213a044bb6331c9
u02-s012-lecture-r1,lecture,commonMistakes[0].correction,9,26,b9b9799ac232c65ab811eef3954f5a60ddd59d85c2dbe01b605f2fac44bb77dc
u02-s012-lecture-r1,lecture,commonMistakes[1].mistake,13,39,e910c6e1482fed18cca7b0d3f7f8ae59987004c7c688dc9c53da474ef4f9f9b6
u02-s012-lecture-r1,lecture,commonMistakes[1].why,9,27,d99809b2365775dd21b64069306624e3c6f0219d131281f23b00d3b7a031b154
u02-s012-lecture-r1,lecture,commonMistakes[1].correction,8,24,3e700046d6f705aa73c5a1c6c5ad40a4479867d530abb815a946a4a20016dd8b
u02-s012-lecture-r1,lecture,commonMistakes[2].mistake,12,36,0025a43358d5b6b61d8475449732754edfc3d66d0b0e27b2e4d9d4695568b313
u02-s012-lecture-r1,lecture,commonMistakes[2].why,8,24,33588bf277008669b18c527255f8190772702a89cd6a275beeb50198a06b2b20
u02-s012-lecture-r1,lecture,commonMistakes[2].correction,7,21,fa72546a4ab1f1f7045241e5f083b1a584f82c8b10ac7478de1474db0571575e
u02-s012-lecture-r1,lecture,commonMistakes[3].mistake,10,28,00215555cbe2743bec1781bd39c55a1181d64c11c6d7da6fbd9a625c9e8100d0
u02-s012-lecture-r1,lecture,commonMistakes[3].why,6,16,beadb62667a09707c4b7eff8143ccf8227ce1db45df5567b6a1b79d53915e3db
u02-s012-lecture-r1,lecture,commonMistakes[3].correction,8,24,568bd7b08f76d778a67426992da494d2dc29eb06047f129737a920f8c1c99015
u02-s012-lecture-r1,lecture,commonMistakes[4].mistake,12,36,c66c8ed8a6e194ba9e7cb9ca1dd75099d9746de3dc6ec57c7738ace90573e34b
u02-s012-lecture-r1,lecture,commonMistakes[4].why,7,21,85ba7e4045628d278a4e534bb66f165fc39624123da7650e7446e8ffef905fa5
u02-s012-lecture-r1,lecture,commonMistakes[4].correction,11,33,cb1c596a10127e89d4c3cf6dad4ec6a63484cc0729fffffbea42338f6f6f9dbd
u02-s012-lecture-r1,lecture,commonMistakes[5].mistake,10,30,9a57444f310f4ce93fdd55620ee9850274261115efab18a8efa66f36789039b1
u02-s012-lecture-r1,lecture,commonMistakes[5].why,7,21,e1c25f85de31f47a2b7da5c30f6de54b5eb733bcc580840dbd66ae3284ed3053
u02-s012-lecture-r1,lecture,commonMistakes[5].correction,8,24,c360fe6c52029603e17ecd44fc2c467b49ebffe3b10946df6f876b3723b42795
u02-s012-lecture-r1,lecture,selfCheck[0],9,27,93abbc914dff599d8567998bafd4f63a91fb57875da134c718006c01dcb5db5e
u02-s012-lecture-r1,lecture,selfCheck[1],12,36,33d3d5d30beb79eb411e776b9d5c6c15b5e4d2e542238f5672bcd6b1aaf509d8
u02-s012-lecture-r1,lecture,selfCheck[2],8,22,767f2a83b9454db52982674711be35ec5f3ebe68f7c2e3227f0cc8b7945a54f3
u02-s012-lecture-r1,lecture,selfCheck[3],7,21,99daceba60aeeabbc75c092be2b74a28aacaf688218c8c6515d8cd5bf96282df
u02-s012-lecture-r1,lecture,selfCheck[4],13,39,92979b408cd417bda66d1348913b763d4d359f1a33c86afa7c8574fcc8e0f986
u02-s012-lecture-r1,lecture,summary[0],10,30,4ebb73f23b1742d9423accb3934105ba480bc4b1eb32b35666a97aac8b71d410
u02-s012-lecture-r1,lecture,summary[1],8,24,6de49f90f42d3d6f545835dfbde41bce7e6936b51af7debab2fd0287bfd20560
u02-s012-lecture-r1,lecture,summary[2],14,42,9d41487c8d0319db30895db99615454ab664657364094c8fdfd73f1b68290827
u02-s012-lecture-r1,lecture,summary[3],8,22,92d6f6f129e0e3bceaf56d7563cb2789aac4d5a65057e8b46e44e1f380d7bce1
u02-s012-lecture-r1,lecture,connections.previous,41,79,96e5f61ae825abb98a049555ae09e1123f21b3f21fed92370797231a49ad3b1f
u02-s012-lecture-r1,lecture,connections.next[0],16,48,836cfe200c0e9a296a62f1de232b46740af9c3037c4e6fe0cda73bc2714f5832
u02-s012-lecture-r1,lecture,connections.next[1],17,51,ea55b5924c046aa337983d55595dbf6f3cb966aa252917bab56deb20e0c33c17
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[0],13,13,019ffd9e28234aad95aab6b6b69822b467e5e7a4609e2f2cd77fa924459c1030
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[1],13,13,4a1b4f4e0c0641968711ed1abaa957182b9cb198cf94e9e4fb499fde6b9d0478
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[2],13,13,b26141395a4c7043f24308967ac0ecd141af44af01f6c53db445714902b91cd8
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[3],13,13,b58be1223a33b91fcb8802fda84df6f6e48fef164f71b1cf68052253900601fb
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[4],13,13,7c10e81a54b9b055bfc5e15c6474d1474d61f64c708ef4d99ecbbc5aef806e9e
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[5],13,13,b7182a9aa96b5855e45b1be63adc37e875ac03f0db841c921ccf767308aac953
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[6],13,13,f16860909030f833280590e5532ac7071623ca12b8e7eac8c8faa864d780ad6d
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[7],13,13,e94d135f1839e694f355995bfa7c54f9c623d8bae040d3eb40865ef40561765d
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[8],13,13,375d5204e5cda1cc0a19aab362347e0df5ae1255cf4302d9dd2249427369b897
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[9],13,13,c13428f760c961a8175a890f6fb364ec5c277521dd120affef4931edc1e01ed0
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[10],13,13,ca8d9fec3f027a7287c2948f80ca557272eebc500ca8f6b6cd2b10f34473ef85
u02-s012-lecture-r1,lecture,practiceLinks.mcQuestionIds[11],13,13,8b8893229a9e0e1211b553d03726d7755f248d33452da5393bd6d59dae061fc3
u02-s012-lecture-r1,lecture,practiceLinks.constructedResponseIds[0],14,14,1d748610094cf31d9ee2c2218b71e100c451f8244f195db647c37fd2d78aa2c4
u02-s012-lecture-r1,lecture,practiceLinks.constructedResponseIds[1],14,14,7be97b4a92362c0182d3fc017fe7f3803ef9f911e9d2e93207a2bfb1b173975f
u02-s012-lecture-r1,lecture,lectureReview.mathematicalCorrectness,4,4,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1
u02-s012-lecture-r1,lecture,lectureReview.zeroFoundationReadability,4,4,d74ff0ee8da3b9806b18c877dbf29bbde50b5bd8e4dad7a3a725000feb82e8f1
u02-s012-lecture-r1,lecture,lectureReview.scopeCheck,21,21,fdf8268f0373301b2fcc6331f1d8999b8aabea69681e8bc972ab9a21216a7606
u02-s012-lecture-r1,lecture,lectureReview.reviewNote,47,139,4373bbf1006c69dbbe84b525d736624d9cd6e1dc0049839cc171034b4362bc71
u02-s012-lecture-r1,lecture,lectureReview.reviewVersion,25,25,d778dfb0b9da1de52a9e6d141e13b5f20b33f0779b3da3dad22096cd927b9411
u02-s012-lecture-r1,lecture,lectureReview.reviewedAt,10,10,14158d45727526145ef514139eeb669eb54d613dbcffe524f099dbb71c9d8b08
u02-s012-lecture-r1,lecture,contentSha256,64,64,ed67b4ad7648fad51f59175898849869bcc9d9b80630d546f1644511fd6a6d02
u02-s012-lecture-r1,lecture,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u02-s012-v001,question,questionId,13,13,019ffd9e28234aad95aab6b6b69822b467e5e7a4609e2f2cd77fa924459c1030
u02-s012-v001,question,unitId,3,3,95b6504a8bd60df3a9a19ef2c504ac03429b325e9b81f0d701d07bdf6def6afb
u02-s012-v001,question,topicId,16,16,66e703817676a7ab7aa5a3dd6de79c75ae4590ebd2b1cf827c0f3445df800ee6
u02-s012-v001,question,skillId,31,31,fb5a8839ea0502fb3bba0d84228e947652ca7b95fc68afd5710256ddd2bf76c0
u02-s012-v001,question,difficulty,5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u02-s012-v001,question,type,2,2,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936
u02-s012-v001,question,visualMode,9,9,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015
u02-s012-v001,question,sourceScope,19,19,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346
u02-s012-v001,question,text,17,27,c26b71010ab244be3a722b27d2b5e29c1d9432782e11d1baa1e6d475b60b3fde
u02-s012-v001,question,choices[0],3,3,484aa6ccd17c9fe96eb955b9b56ed0c883b275301479deec1b817afe2abdaf72
u02-s012-v001,question,choices[1],3,3,896af01783cc4ba66a114b2b1cc0284bad63a52fca0571dafbbed491c95972c5
u02-s012-v001,question,choices[2],3,3,6d27ca189b30af4f85eab024881ab00a37ef4bab14248c18349e900f40510397
u02-s012-v001,question,choices[3],3,3,eca69b1009f54ac3d3f5daa960eaf9935b97336b6530bb01d652cf9a736dadbb
u02-s012-v001,question,explanation,48,86,fd17d1be5cdc7ef9cd36be37cc943af632ee080367c4cbf5332d07cc546cc9b8
u02-s012-v001,question,steps[0],23,25,b64754ed00989c9056fe5c3d63fe8164552a987a84e7fbae78ad42a37e871496
u02-s012-v001,question,steps[1],4,4,94bf81ebeaa828588555f6209e3e78fbde246c5e2131d1a475fca9c19fc0f681
u02-s012-v001,question,optionAnalysis[0].choice,3,3,484aa6ccd17c9fe96eb955b9b56ed0c883b275301479deec1b817afe2abdaf72
u02-s012-v001,question,optionAnalysis[0].reason,8,18,82a9275332d4c95039010172e5bd1cd5a3552162271338df26d0b244adba8749
u02-s012-v001,question,optionAnalysis[1].choice,3,3,896af01783cc4ba66a114b2b1cc0284bad63a52fca0571dafbbed491c95972c5
u02-s012-v001,question,optionAnalysis[1].reason,7,21,a7cefed80e7c98ffaccad25790732f0cece70a2583111259d27befbc46041d5e
u02-s012-v001,question,optionAnalysis[2].choice,3,3,6d27ca189b30af4f85eab024881ab00a37ef4bab14248c18349e900f40510397
u02-s012-v001,question,optionAnalysis[2].reason,7,21,2f7ea01e820b10aa7a22c24009b1302e7d9a9c8db9e586a92b5f69cdb38706f3
u02-s012-v001,question,optionAnalysis[3].choice,3,3,eca69b1009f54ac3d3f5daa960eaf9935b97336b6530bb01d652cf9a736dadbb
u02-s012-v001,question,optionAnalysis[3].reason,8,24,5fb02eb3785eadf6802dcdb81a8bc8e865595837069504995cf4cbcf1bf042f2
u02-s012-v001,question,commonMistake,10,30,d656e0b72d0240dc2df15aa2926f0ca52f971c0315aa0914f50604b3e711578d
u02-s012-v001,question,concept,13,39,a497cb439911f44050915fac04498bac8a3d35d95fd6cbc9576a439feb73b1bd
u02-s012-v001,question,tags[0],3,9,fd41540cbdbecb9b5fa7116d27c68e378548ab62ab7c7ca4494730a81ea87667
u02-s012-v001,question,tags[1],7,21,8ca813d66d311e6d54932e4be02f5f194cda3049eef0102c60063b9e1791cab8
u02-s012-v001,question,tags[2],5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u02-s012-v001,question,estimatedTimeSec,2,2,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9
u02-s012-v001,question,prerequisiteSkillIds[0],21,21,b97edefce07bf8907bdb22975ca63120b07231b12a448d21443236b4df7862f1
u02-s012-v001,question,authoringIntent,8,24,eb3a81ce25ffd1377844d25149ff30959ac2a016439b3bac657d5849edf97ecb
u02-s012-v001,question,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u02-s012-v001,question,contentSha256,64,64,62910750a05dccbef168729fff9f08ad08122fc26bfe269779b36a717607f46e
u02-s012-v001,question,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u02-s012-v002,question,questionId,13,13,4a1b4f4e0c0641968711ed1abaa957182b9cb198cf94e9e4fb499fde6b9d0478
u02-s012-v002,question,unitId,3,3,95b6504a8bd60df3a9a19ef2c504ac03429b325e9b81f0d701d07bdf6def6afb
u02-s012-v002,question,topicId,16,16,66e703817676a7ab7aa5a3dd6de79c75ae4590ebd2b1cf827c0f3445df800ee6
u02-s012-v002,question,skillId,31,31,fb5a8839ea0502fb3bba0d84228e947652ca7b95fc68afd5710256ddd2bf76c0
u02-s012-v002,question,difficulty,5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u02-s012-v002,question,type,2,2,6bc0f9c4ecb0acbebf1b9f6c816bdd66f4885f67c917d9e141cf893014fba936
u02-s012-v002,question,visualMode,9,9,9c7d54b0bf7a9369d8594201c7b11955514343809d09fbec33966c1fd9794015
u02-s012-v002,question,sourceScope,19,19,a4b669ddb8ef1883391c07a7b633f12eeaeecee7ec37c09eea4931aff6644346
u02-s012-v002,question,text,18,28,eaf5256124d58f32105e1222bf63e74ea49cc73de49308810439c554b5ed35d8
u02-s012-v002,question,choices[0],5,5,4b590cc5d99ed199e91c00fdd8254bdbc6f6e52686eebb59d9853e2dbafda557
u02-s012-v002,question,choices[1],3,3,5132a20379415fe98f3a0700afc2a901e9b01af839b5454a8659152f0782c223
u02-s012-v002,question,choices[2],3,3,88a09c48f589386b2d18d8be987cffe6a938c9e22314f3542082f7f6243efdb5
u02-s012-v002,question,choices[3],5,5,43053e5eb7a4278cab0a07dca09bae650330e3d6eb8e0eef6b42a8d7a7785698
u02-s012-v002,question,explanation,48,86,e46e1cd6f9a92699122979c9b8aae6b45bfa5cc4361475a05daf1f3b49589520
u02-s012-v002,question,steps[0],17,19,016351d20bd4f4a87174d573dbcd0e9fc676302c4a89b7c27c767b3df2ca473d
u02-s012-v002,question,steps[1],10,10,eee1db5cfc0398528a134af626046089300ab3f82172eef1f8fbd5f91dd7e037
u02-s012-v002,question,optionAnalysis[0].choice,5,5,4b590cc5d99ed199e91c00fdd8254bdbc6f6e52686eebb59d9853e2dbafda557
u02-s012-v002,question,optionAnalysis[0].reason,5,15,a0f08f49cff06e16d2f837e610416a3499ba5bcf269668429ec856fc453573d0
u02-s012-v002,question,optionAnalysis[1].choice,3,3,5132a20379415fe98f3a0700afc2a901e9b01af839b5454a8659152f0782c223
u02-s012-v002,question,optionAnalysis[1].reason,6,12,2f6726a36d49f279b7e4b072d83de48d197e6f06b8848bf03bf7f21b12598f50
u02-s012-v002,question,optionAnalysis[2].choice,3,3,88a09c48f589386b2d18d8be987cffe6a938c9e22314f3542082f7f6243efdb5
u02-s012-v002,question,optionAnalysis[2].reason,6,18,c0f11c5901a0ab947b0d795b3566d67a716cbcb2f846b300e711ff313f43e470
u02-s012-v002,question,optionAnalysis[3].choice,5,5,43053e5eb7a4278cab0a07dca09bae650330e3d6eb8e0eef6b42a8d7a7785698
u02-s012-v002,question,optionAnalysis[3].reason,11,33,aad47c6ad32d54f17c123d6d159295aa97020a94a1a5994ce8968c0f9bdfe8ad
u02-s012-v002,question,commonMistake,10,30,59957e87fa8560cf6c0a84a07e3ec2c808a0c6a994842a069d27e2696c5ed6b0
u02-s012-v002,question,concept,10,30,ee1870df795858a76f9bd63726d65f3688af8b47cca3d2885aa97198e97873b9
u02-s012-v002,question,tags[0],3,9,fd41540cbdbecb9b5fa7116d27c68e378548ab62ab7c7ca4494730a81ea87667
u02-s012-v002,question,tags[1],7,21,8ca813d66d311e6d54932e4be02f5f194cda3049eef0102c60063b9e1791cab8
u02-s012-v002,question,tags[2],5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
u02-s012-v002,question,estimatedTimeSec,2,2,39fa9ec190eee7b6f4dff1100d6343e10918d044c75eac8f9e9a2596173f80c9
u02-s012-v002,question,prerequisiteSkillIds[0],21,21,b97edefce07bf8907bdb22975ca63120b07231b12a448d21443236b4df7862f1
u02-s012-v002,question,authoringIntent,11,33,2db4b69b02a4543648c5fb974816141709370c48df0c0b947b632fdb95128154
u02-s012-v002,question,reviewStatus,22,22,ec809598e2f7fcc69fad54c9cd045bba62b4a0dc7c0ff90d4efdc3788c9ad8fb
u02-s012-v002,question,contentSha256,64,64,6465c6ab886b03fdd67070415047ce0e070f86022daa6f1ac517758b5fde1020
u02-s012-v002,question,contentAuthority,25,25,ed40f75ffe3d6ad4e71f6e7919d063410490de360edb425965eccd605ca9d79e
u02-s012-v003,question,questionId,13,13,b26141395a4c7043f24308967ac0ecd141af44af01f6c53db445714902b91cd8
u02-s012-v003,question,unitId,3,3,95b6504a8bd60df3a9a19ef2c504ac03429b325e9b81f0d701d07bdf6def6afb
u02-s012-v003,question,topicId,16,16,66e703817676a7ab7aa5a3dd6de79c75ae4590ebd2b1cf827c0f3445df800ee6
u02-s012-v003,question,skillId,31,31,fb5a8839ea0502fb3bba0d84228e947652ca7b95fc68afd5710256ddd2bf76c0
u02-s012-v003,question,difficulty,5,5,fbb7b5bf4ca348eeeebf8cc3660712859a5a1fbf18e83217a57ce203fb51d5c2
